Type,m_dem_code,Measure,Transformation,value,estimate,se,q2.5,q97.5,median,mean,gt0,lt0,NAs,Nsim
D- vs. D+,u_gerry2,Policy Rating,Absolute,0.5,0.660168318528466,0.04321110466157727,0.5744614589870604,0.7426716191185849,0.6599901698811785,0.6582147782528794,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rating,Absolute,0.7,0.7408739728157876,0.08825041244395852,0.5747238835554296,0.9111821600192901,0.7423407208849528,0.7423395590669162,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rating,Absolute,0.9,0.7620519298969096,0.11825054741910561,0.5214463622267634,0.9685904455180958,0.766146787414832,0.7624292274852772,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rating,Squared,-0.9,0.18287826792138545,0.10353693688745576,0,0.40519868273078885,0.1759389745483348,0.182749638418787,0.955,0,0,1000
D- vs. D+,u_gerry2,Policy Rating,Squared,-0.7,0.07738219493400667,0.07529540638063584,0,0.24993921409105424,0.07064197353299456,0.07484122637799419,0.626,0,0,1000
D- vs. D+,u_gerry2,Policy Rating,Squared,-0.5,0.14900826682186835,0.03487609512607646,0.08238186291414144,0.21918489519331602,0.14552798469555606,0.14850714650752359,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rating,Squared,-0.3,0.27553182356985795,0.038912906753631724,0.20419864169192145,0.35254985342093553,0.2745404820918183,0.2753102082460804,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rating,Squared,-0.1,0.33285869413241004,0.022395932031234262,0.289198420798834,0.3781242194595645,0.3314397985625278,0.33251067279584945,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rating,Squared,0.1,0.4557370466364703,0.026545284839874932,0.4052613915292589,0.5071782029238441,0.4557043594248496,0.45639079528687143,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rating,Squared,0.3,0.5420301045085296,0.04353893311339953,0.45772072740129105,0.6241798781768111,0.5440614889978213,0.5427353785395616,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rating,Squared,0.5,0.6640370079062833,0.04217025146705775,0.5773791844695626,0.7429076251186786,0.662449321362313,0.6624420100890105,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rating,Squared,0.7,0.5833200655789084,0.11463323230938136,0.3623864435030257,0.8039668643861186,0.5795073391290182,0.5823057850625522,1,0,0,1000
D- vs. D+,u_gerry2,Policy Rating,Squared,0.9,0.9218249881627286,0.0556292567932958,0.7973730771971085,1,0.9283437271981194,0.9213400752505657,1,0,0,1000
D- vs. D+,u_gerry2,Spatial Distance,Absolute,-0.9,0,0,0,0,0,0,0,0,52,1000
D- vs. D+,u_gerry2,Spatial Distance,Absolute,-0.7,0.23651332568921277,0.09126129363597116,0.07581944804789839,0.44501432385999445,0.2400650379964448,0.24272696291337245,0.998,0,0,1000
D- vs. D+,u_gerry2,Spatial Distance,Absolute,-0.5,0.3124643737709569,0.0542743139318846,0.21316383727941882,0.4267677364875643,0.30975716197140213,0.3130360922723007,1,0,0,1000
D- vs. D+,u_gerry2,Spatial Distance,Absolute,-0.3,0.2817803413355139,0.035097590944424543,0.2142139430472563,0.3519334187830775,0.28060200137762403,0.28142827868641457,1,0,0,1000
D- vs. D+,u_gerry2,Spatial Distance,Absolute,-0.1,0.3476916551939109,0.023616325460931373,0.30160209593876686,0.3971706509948976,0.34615398530635233,0.34706894710620084,1,0,0,1000
D- vs. D+,u_gerry2,Spatial Distance,Absolute,0.1,0.4349327001082663,0.024935869488803785,0.38675990575570374,0.4840485996631822,0.43358803345094216,0.4345789506582957,1,0,0,1000
D- vs. D+,u_gerry2,Spatial Distance,Absolute,0.3,0.5115355518154359,0.04173129168521519,0.4286718730472572,0.5929147062089763,0.5129420300903208,0.5114401288659645,1,0,0,1000
D- vs. D+,u_gerry2,Spatial Distance,Absolute,0.5,0.639354659174673,0.05811002906242509,0.5225599114886278,0.7472565136071773,0.6408165173940786,0.6386498472080866,1,0,0,1000
D- vs. D+,u_gerry2,Spatial Distance,Absolute,0.7,0.723189795528508,0.09021506143150936,0.5332104491369853,0.8847381668641295,0.7285315101183739,0.7263413298928614,1,0,0,1000
D- vs. D+,u_gerry2,Spatial Distance,Absolute,0.9,0.6093363405214343,0.23836964148586576,0,1,0.6110441931879288,0.5833788146571632,0.95783132530120485,0,4,1000
D- vs. D+,u_gerry2,Spatial Distance,Squared,-0.9,0.3140283177133425,0.2730827855790875,0,1,0.2818867486368019,0.2877343018903808,0.6304568527918781,0,15,1000
D- vs. D+,u_gerry2,Spatial Distance,Squared,-0.7,0.24766088158380495,0.10292629114665652,0.06880306474447026,0.4678940461464951,0.24892459058191385,0.2534988474448632,0.997,0,0,1000
D- vs. D+,u_gerry2,Spatial Distance,Squared,-0.5,0.252694599157688,0.05018394496955813,0.15682284101690797,0.35196992787219983,0.25137126419813505,0.2531014794627993,1,0,0,1000
D- vs. D+,u_gerry2,Spatial Distance,Squared,-0.3,0.3148958228744759,0.03203827219514045,0.2501559972103089,0.3795744752523881,0.3122778826646736,0.31343051219110013,1,0,0,1000
D- vs. D+,u_gerry2,Spatial Distance,Squared,-0.1,0.27651865871160475,0.023425470980543997,0.23326184753270582,0.32361180027095277,0.2759908147479161,0.2766748923726572,1,0,0,1000
D- vs. D+,u_gerry2,Spatial Distance,Squared,0.1,0.44699834038561154,0.025697327160307402,0.3981733324240028,0.4995315594462063,0.4460182206356486,0.4461131314040502,1,0,0,1000
D- vs. D+,u_gerry2,Spatial Distance,Squared,0.3,0.6025862600575759,0.03502462670410865,0.5338452446383487,0.6676486834620683,0.6033153020028914,0.6028478556146463,1,0,0,1000
D- vs. D+,u_gerry2,Spatial Distance,Squared,0.5,0.642298891602214,0.05724597142040467,0.5242463709230882,0.7507182957695393,0.6442867123666717,0.643022151305959,1,0,0,1000
D- vs. D+,u_gerry2,Spatial Distance,Squared,0.7,0.7461701146906696,0.0881745422546922,0.5679152629452665,0.9076806734402363,0.7547089849783918,0.74739158043293,1,0,0,1000
D- vs. D+,u_gerry2,Spatial Distance,Squared,0.9,0.6198967487889924,0.21817168798216885,0.13916896470350906,1,0.6267607156065389,0.6033873285553771,0.980980980980981,0,1,1000
D- vs. D+,u_journalists,Party/Policy Bundle,Absolute,-0.9,0.17864799867938236,0.08779588527769676,0.02538394436540923,0.36072828691694486,0.1743746097944041,0.17849627491048073,0.979,0,0,1000
D- vs. D+,u_journalists,Party/Policy Bundle,Absolute,-0.7,0.17748008082088562,0.0665894037258175,0.06102571375612168,0.31943249656611217,0.1752630824010531,0.18057968650122092,1,0,0,1000
D- vs. D+,u_journalists,Party/Policy Bundle,Absolute,-0.5,0.1473323332633,0.04677589362141729,0.06698641899671112,0.25139263109596155,0.14122637031464508,0.1471000282503299,1,0,0,1000
D- vs. D+,u_journalists,Party/Policy Bundle,Absolute,-0.3,0.18532743364046012,0.03696254316614551,0.11453325573730651,0.25325033714318007,0.18500507346229936,0.1848209970916303,1,0,0,1000
D- vs. D+,u_journalists,Party/Policy Bundle,Absolute,-0.1,0.2779582562397553,0.02516536394459025,0.23152145329996543,0.32976604637767226,0.27686383604213916,0.27844793188502037,1,0,0,1000
D- vs. D+,u_journalists,Party/Policy Bundle,Absolute,0.1,0.3560702576846995,0.028544888241244546,0.3023896654964762,0.4128790506373508,0.35857203572243845,0.3574720898722003,1,0,0,1000
D- vs. D+,u_journalists,Party/Policy Bundle,Absolute,0.3,0.5181856968276666,0.05120291444718708,0.4167140622845418,0.62098733422474,0.5186852419948631,0.5187166052620593,1,0,0,1000
D- vs. D+,u_journalists,Party/Policy Bundle,Absolute,0.5,0.5759432974227319,0.06052326669793373,0.46377661014975374,0.6935475533890821,0.5769936620003755,0.5782217957549374,1,0,0,1000
D- vs. D+,u_journalists,Party/Policy Bundle,Absolute,0.7,0.6686476538249544,0.07756471582521314,0.505255048028679,0.8144776467957447,0.6671512172013195,0.6654808650620837,1,0,0,1000
D- vs. D+,u_journalists,Party/Policy Bundle,Absolute,0.9,0.8155352127606128,0.07561929135739376,0.6539196508745504,0.9529081426111811,0.8202295967803438,0.8150610777963401,1,0,0,1000
D- vs. D+,u_journalists,Party/Policy Bundle,Squared,-0.9,0.2509501703129936,0.07587034948135976,0.11196870735423042,0.4007780229912895,0.25348221084182043,0.2516306282617963,1,0,0,1000
D- vs. D+,u_journalists,Party/Policy Bundle,Squared,-0.7,0.21435024438934294,0.07205780730993984,0.08865795005510678,0.3639842642040691,0.20806338672305022,0.2149188114759595,1,0,0,1000
D- vs. D+,u_journalists,Party/Policy Bundle,Squared,-0.5,0.21087118506848107,0.06343981288048442,0.10258256697479844,0.3433138721997026,0.20613178687750122,0.21175155370848744,0.999,0,0,1000
D- vs. D+,u_journalists,Party/Policy Bundle,Squared,-0.3,0.15569363595694902,0.03559160420742893,0.09066395212799508,0.23081205450282627,0.15519385284656861,0.15553364039575124,1,0,0,1000
D- vs. D+,u_journalists,Party/Policy Bundle,Squared,-0.1,0.26694914020554417,0.02463435504253272,0.22022714382238517,0.31958166649951103,0.2659478611810865,0.26752687830359545,1,0,0,1000
D- vs. D+,u_journalists,Party/Policy Bundle,Squared,0.1,0.41010579778431616,0.02889250690496527,0.3564348096833414,0.4675134781298276,0.41147254675281436,0.4110387803646693,1,0,0,1000
D- vs. D+,u_journalists,Party/Policy Bundle,Squared,0.3,0.3974899361957179,0.04902221181665231,0.3045348157227973,0.4997453576605931,0.3984114216845785,0.40039058578896136,1,0,0,1000
D- vs. D+,u_journalists,Party/Policy Bundle,Squared,0.5,0.5134486625252315,0.07729655372909573,0.36650238505976424,0.6680628005092614,0.5147427861165137,0.5157144374817276,1,0,0,1000
D- vs. D+,u_journalists,Party/Policy Bundle,Squared,0.7,0.6496320222714326,0.07264740149391603,0.5022432396022573,0.7856138132291498,0.6531724475814833,0.6488843709211441,1,0,0,1000
D- vs. D+,u_journalists,Party/Policy Bundle,Squared,0.9,0.7474338949430518,0.0760710110423137,0.5824766070755262,0.8783766403889851,0.7488824068704049,0.7446532691529922,1,0,0,1000
D- vs. D+,u_journalists,Policy Rank,Absolute,-0.9,0.2668346803461476,0.09046734982661743,0.10608721580586056,0.4621817504041913,0.2600006504820836,0.2672243367594747,1,0,0,1000
D- vs. D+,u_journalists,Policy Rank,Absolute,-0.7,0.30153909189836153,0.06951198534703228,0.17165869780471654,0.44358952350390934,0.30057934472169046,0.3025341393114342,1,0,0,1000
D- vs. D+,u_journalists,Policy Rank,Absolute,-0.5,0.2051098069164663,0.034493630704195706,0.1423721487915345,0.2733295750825471,0.20308385094861367,0.20520772452711106,1,0,0,1000
D- vs. D+,u_journalists,Policy Rank,Absolute,-0.3,0.2389510212188585,0.03086895961463519,0.17864818981361216,0.3006926609794467,0.2389477606104194,0.23890824134550276,1,0,0,1000
D- vs. D+,u_journalists,Policy Rank,Absolute,-0.1,0.2851278239238328,0.02476124297372683,0.23745113546961097,0.33453675249958226,0.28535786237826577,0.2853895251871533,1,0,0,1000
D- vs. D+,u_journalists,Policy Rank,Absolute,0.1,0.3528375908483195,0.028171500584710196,0.2993664066369376,0.41034875373209967,0.35290066470204995,0.35311752988364964,1,0,0,1000
D- vs. D+,u_journalists,Policy Rank,Absolute,0.3,0.4788787108876716,0.0382870315627553,0.4026458279114409,0.5565715293329384,0.4815846719232769,0.4810042925370989,1,0,0,1000
D- vs. D+,u_journalists,Policy Rank,Absolute,0.5,0.47403817715109897,0.05044576718072051,0.3780032494370026,0.5720683197452123,0.4711643132655604,0.4724214841490086,1,0,0,1000
D- vs. D+,u_journalists,Policy Rank,Absolute,0.7,0.5301171530153461,0.07005441228537351,0.4001422329189822,0.6665483559654536,0.5324185189207616,0.5312799441376059,1,0,0,1000
D- vs. D+,u_journalists,Policy Rank,Absolute,0.9,0.6172728653684822,0.08514662795793083,0.44563414998946405,0.774377281810441,0.6190384152251679,0.6147631743747591,1,0,0,1000
D- vs. D+,u_journalists,Policy Rank,Squared,-0.9,0.2852914451988635,0.09576829068668896,0.1253062899607348,0.49559254582527185,0.28155481220435286,0.28964182343095024,1,0,0,1000
D- vs. D+,u_journalists,Policy Rank,Squared,-0.7,0.25059629254156734,0.057544730275564955,0.13976870796176288,0.374219015114482,0.247520178448214,0.2504248135700556,1,0,0,1000
D- vs. D+,u_journalists,Policy Rank,Squared,-0.5,0.22427621242474988,0.0321925414852753,0.16510095022842677,0.28909102157835637,0.22346013636582196,0.22429900544953207,1,0,0,1000
D- vs. D+,u_journalists,Policy Rank,Squared,-0.3,0.2893861532027887,0.03182485260633978,0.22961651711725492,0.3528725391325824,0.2904408570962188,0.2897999292170376,1,0,0,1000
D- vs. D+,u_journalists,Policy Rank,Squared,-0.1,0.2856264212363167,0.028931513623381158,0.23056515104141775,0.34452467242176443,0.2847716424665068,0.28541813519374837,1,0,0,1000
D- vs. D+,u_journalists,Policy Rank,Squared,0.1,0.3280990705715297,0.031178189352285737,0.26940064358693855,0.39152037275789103,0.32863508714734124,0.32905426537494215,1,0,0,1000
D- vs. D+,u_journalists,Policy Rank,Squared,0.3,0.45676262451107347,0.03470468645392734,0.39115037374862777,0.5248691729842201,0.45675114822195384,0.456999717933228,1,0,0,1000
D- vs. D+,u_journalists,Policy Rank,Squared,0.5,0.42476204038777193,0.041727684895765435,0.3436625902540071,0.5070525007993109,0.4242025520093235,0.42507587487643667,1,0,0,1000
D- vs. D+,u_journalists,Policy Rank,Squared,0.7,0.4757000801777766,0.0664601843450802,0.3506417222044421,0.6087030462095228,0.4756322685489432,0.4768067023544073,1,0,0,1000
D- vs. D+,u_journalists,Policy Rank,Squared,0.9,0.7022320704737108,0.08669873657333145,0.5131962901264328,0.8497315467401707,0.7039120264407328,0.6998846182358216,1,0,0,1000
D- vs. D+,u_journalists,Policy Rating,Absolute,-0.9,0.1615921151912361,0.10083662938551424,0,0.39161703266439546,0.15634570426124467,0.16681943196284948,0.947,0,0,1000
D- vs. D+,u_journalists,Policy Rating,Absolute,-0.7,0.12142562947904134,0.07188936190401322,0,0.2857482169927,0.11921783654773012,0.12365686006713919,0.945,0,0,1000
D- vs. D+,u_journalists,Policy Rating,Absolute,-0.5,0.18865009904433747,0.03318257887471604,0.12755827866249567,0.26008952151521725,0.18954110355397052,0.19001482426297367,1,0,0,1000
D- vs. D+,u_journalists,Policy Rating,Absolute,-0.3,0.19301825637928657,0.029229040143652716,0.14012238739011532,0.253706363833295,0.1924436009627598,0.1931728913539949,1,0,0,1000
D- vs. D+,u_journalists,Policy Rating,Absolute,-0.1,0.30653610653392294,0.023769583918946995,0.26000257721830744,0.35082925385216374,0.30777122168159055,0.3074073439248444,1,0,0,1000
D- vs. D+,u_journalists,Policy Rating,Absolute,0.1,0.36290739555865587,0.028099035980905476,0.30821968086105045,0.4164705180902092,0.36412290284150717,0.3640354896286319,1,0,0,1000
D- vs. D+,u_journalists,Policy Rating,Absolute,0.3,0.47127309074624507,0.03816615372239194,0.39422280727420467,0.5437841433458503,0.46856383256964024,0.46901691204312645,1,0,0,1000
D- vs. D+,u_journalists,Policy Rating,Absolute,0.5,0.5655798363456404,0.04868271808141074,0.4721909075587198,0.6612505470447286,0.5670397812193047,0.5655338560883603,1,0,0,1000
D- vs. D+,u_journalists,Policy Rating,Absolute,0.7,0.6340727446962333,0.09100119081013652,0.4514471421099533,0.8098911736372791,0.631739838714017,0.6337366306582563,1,0,0,1000
D- vs. D+,u_journalists,Policy Rating,Absolute,0.9,0.7088020882013477,0.11433095684725068,0.4816323000813488,0.9063242688116159,0.7149309941414838,0.7088839762735554,1,0,0,1000
D- vs. D+,u_journalists,Policy Rating,Squared,-0.9,0.20323257751103435,0.10987749928744535,0.034937751048349446,0.476893437166856,0.1961933028661122,0.20887541127885897,0.979,0,0,1000
D- vs. D+,u_journalists,Policy Rating,Squared,-0.7,0.09144654724268643,0.0559639810709542,0,0.2268054932315652,0.08574916953664705,0.09475331194008908,0.961,0,0,1000
D- vs. D+,u_journalists,Policy Rating,Squared,-0.5,0.19557370863389875,0.034802857419193825,0.13411938023816938,0.264609212304776,0.19460552925457408,0.19659960515074837,1,0,0,1000
D- vs. D+,u_journalists,Policy Rating,Squared,-0.3,0.22139241225736062,0.03380817482999346,0.15721592468169188,0.29049189132268805,0.22223926655109622,0.2223405588124318,1,0,0,1000
D- vs. D+,u_journalists,Policy Rating,Squared,-0.1,0.2929309493633737,0.02300392328709801,0.24900635781809957,0.3386058027849418,0.2928386922527688,0.29313396528293095,1,0,0,1000
D- vs. D+,u_journalists,Policy Rating,Squared,0.1,0.3788700574855617,0.026635077764006736,0.33158607408556073,0.4300707650282001,0.3803824603280934,0.380448983321633,1,0,0,1000
D- vs. D+,u_journalists,Policy Rating,Squared,0.3,0.43166904134971773,0.03988135818590571,0.35010710868369993,0.5070553261944694,0.42867794210359056,0.42979065304765085,1,0,0,1000
D- vs. D+,u_journalists,Policy Rating,Squared,0.5,0.5580274482366604,0.04859304344905254,0.4610664782995375,0.6493749686909526,0.5554961126191851,0.5566263206962713,1,0,0,1000
D- vs. D+,u_journalists,Policy Rating,Squared,0.7,0.71079631003521615,0.09935096251472686,0.4947242103171706,0.890348011500699,0.7103708616658845,0.7079641751424324,1,0,0,1000
D- vs. D+,u_journalists,Policy Rating,Squared,0.9,0.6573810957750136,0.11145262564264864,0.4244602517598953,0.8658150116069087,0.665824481608343,0.6581576959428814,1,0,0,1000
D- vs. D+,u_journalists,Spatial Distance,Absolute,-0.9,0.4534085067430649,0.24594270300935372,0,0.8515453443244732,0.44793489133495035,0.422539904164865,0.864,0,0,1000
D- vs. D+,u_journalists,Spatial Distance,Absolute,-0.7,0.22115771893219283,0.0821087245807536,0.08075477354492422,0.3983168671453603,0.21083447101599684,0.22016665563393634,1,0,0,1000
D- vs. D+,u_journalists,Spatial Distance,Absolute,-0.5,0.21683771440547422,0.04907711721500886,0.12872264968709551,0.3184910835297157,0.21572807787615686,0.21722718094942436,1,0,0,1000
D- vs. D+,u_journalists,Spatial Distance,Absolute,-0.3,0.2346074545274441,0.03550966862387533,0.17168627735251057,0.30740074227824404,0.23483268169028743,0.23603616519919288,1,0,0,1000
D- vs. D+,u_journalists,Spatial Distance,Absolute,-0.1,0.3070174148770799,0.02123277039490266,0.26740465086961124,0.3481183350255146,0.3079706570530879,0.30726505286283595,1,0,0,1000
D- vs. D+,u_journalists,Spatial Distance,Absolute,0.1,0.37952264808908903,0.02681962263085095,0.3272720717672275,0.4319161265744281,0.3788478470467247,0.3785689930287344,1,0,0,1000
D- vs. D+,u_journalists,Spatial Distance,Absolute,0.3,0.42495130669752,0.039542011306544486,0.3499253670771314,0.5057678700349888,0.426398963725125,0.42707579720690103,1,0,0,1000
D- vs. D+,u_journalists,Spatial Distance,Absolute,0.5,0.43639250126151624,0.05478399305863434,0.3247569612546597,0.5409393753242301,0.43779887411374163,0.4377685286040213,1,0,0,1000
D- vs. D+,u_journalists,Spatial Distance,Absolute,0.7,0.6399107036254787,0.08294291913308798,0.47729421132717226,0.8006251623224889,0.6370550995700307,0.6404810592112644,1,0,0,1000
D- vs. D+,u_journalists,Spatial Distance,Absolute,0.9,0.5217602707426778,0.20673194269355888,0.1516366297064684,1,0.5210489080387624,0.5358252670846072,0.995,0,0,1000
D- vs. D+,u_journalists,Spatial Distance,Squared,-0.9,0.46979035783866024,0.2440811056924252,0,0.8691092405084181,0.46948937443597766,0.4420595849174418,0.8738738738738738,0,1,1000
D- vs. D+,u_journalists,Spatial Distance,Squared,-0.7,0.37265611137841154,0.09631912121947746,0.19588238955113776,0.5667625904504382,0.37482521315537787,0.3758964652826825,1,0,0,1000
D- vs. D+,u_journalists,Spatial Distance,Squared,-0.5,0.13236415449986913,0.034979308008574204,0.07358395914108948,0.2050764517359174,0.13092128439766904,0.13361659492676672,1,0,0,1000
D- vs. D+,u_journalists,Spatial Distance,Squared,-0.3,0.2631435946830819,0.030752479410085045,0.2074709007868371,0.3251299090062659,0.2633369377396586,0.2642046829916486,1,0,0,1000
D- vs. D+,u_journalists,Spatial Distance,Squared,-0.1,0.2888156871427557,0.023720476664160543,0.2428204835187666,0.3367505003857697,0.28771724144570154,0.2881281277877812,1,0,0,1000
D- vs. D+,u_journalists,Spatial Distance,Squared,0.1,0.3560231985741239,0.02676665446714395,0.3055136314090124,0.40699521812542666,0.35600598830361607,0.35584684988498105,1,0,0,1000
D- vs. D+,u_journalists,Spatial Distance,Squared,0.3,0.49347694184261015,0.036722783978335054,0.42188362186904643,0.5656509931836956,0.49356695413940177,0.4942010149183412,1,0,0,1000
D- vs. D+,u_journalists,Spatial Distance,Squared,0.5,0.5107377613569007,0.05179104873357672,0.409151636598698,0.6153884836931924,0.5126248587718747,0.512934934070152,1,0,0,1000
D- vs. D+,u_journalists,Spatial Distance,Squared,0.7,0.4568962765777236,0.09601687163652732,0.2873367098993207,0.6589758242538515,0.4523417641362282,0.45978951880777397,1,0,0,1000
D- vs. D+,u_journalists,Spatial Distance,Squared,0.9,0.7153974405125102,0.30087612446264617,0,1,0.7153974405125102,0.6941685483510716,0.9123548046462513,0,53,1000
D- vs. D+,u_limitVote,Party/Policy Bundle,Absolute,-0.9,0.13430620676931687,0.07761844521529719,0,0.3000898028727028,0.12950908768799835,0.13502088682772315,0.953,0,0,1000
D- vs. D+,u_limitVote,Party/Policy Bundle,Absolute,-0.7,0.22678533993091396,0.09714994069069732,0.0489905991156943,0.4242364992110151,0.22281205042587238,0.22744481864062976,0.994,0,0,1000
D- vs. D+,u_limitVote,Party/Policy Bundle,Absolute,-0.5,0.10601772177356053,0.03447781760409079,0.04682486585157425,0.1827536053354647,0.10479918287925283,0.10751860310928782,1,0,0,1000
D- vs. D+,u_limitVote,Party/Policy Bundle,Absolute,-0.3,0.2528079525569163,0.04888089897436749,0.15625378233700693,0.35408193663260523,0.2500242919824385,0.25148026954836206,1,0,0,1000
D- vs. D+,u_limitVote,Party/Policy Bundle,Absolute,-0.1,0.33174318640070216,0.028181476258077452,0.27316558480674374,0.385170530726304,0.33082397371580313,0.33051522042112363,1,0,0,1000
D- vs. D+,u_limitVote,Party/Policy Bundle,Absolute,0.1,0.3344226207435518,0.027526640756683887,0.28179051588891274,0.3861503591046336,0.3361934705089453,0.33524350194183017,1,0,0,1000
D- vs. D+,u_limitVote,Party/Policy Bundle,Absolute,0.3,0.5128372893263583,0.052991811531122424,0.4169859515791379,0.6212468082716645,0.5114537418390908,0.5149386562835585,1,0,0,1000
D- vs. D+,u_limitVote,Party/Policy Bundle,Absolute,0.5,0.5636448235507653,0.06826690321258773,0.4332140449016341,0.6967858763546048,0.5634979412352329,0.5653679921855607,1,0,0,1000
D- vs. D+,u_limitVote,Party/Policy Bundle,Absolute,0.7,0.7696369818308383,0.06285030676455002,0.6368424410854324,0.8853034998825482,0.772051673646615,0.7695163322287967,1,0,0,1000
D- vs. D+,u_limitVote,Party/Policy Bundle,Absolute,0.9,0.8731946929983541,0.057970580561471426,0.7511308413732849,0.971539331137002,0.8780985021207541,0.8730648115575922,1,0,0,1000
D- vs. D+,u_limitVote,Party/Policy Bundle,Squared,-0.9,0.1286624246256824,0.06373395297172633,0.020298496479466292,0.25854532910529554,0.12417631697079218,0.12867330704653257,0.979,0,0,1000
D- vs. D+,u_limitVote,Party/Policy Bundle,Squared,-0.7,0.18800573190618358,0.09109223506084621,0.0360074517568207,0.38008730113402267,0.19467788338978695,0.19686326822820513,0.996,0,0,1000
D- vs. D+,u_limitVote,Party/Policy Bundle,Squared,-0.5,0.21084665242227926,0.06612902572186653,0.08634704779807849,0.3447818308666278,0.2065145865631788,0.2086713459577105,1,0,0,1000
D- vs. D+,u_limitVote,Party/Policy Bundle,Squared,-0.3,0.19581302461978936,0.038062637368310545,0.12254643117242583,0.2758232586072325,0.19230888828636672,0.19436111729579977,1,0,0,1000
D- vs. D+,u_limitVote,Party/Policy Bundle,Squared,-0.1,0.33053085754213773,0.028322804652514588,0.27216865554552466,0.3831459490584928,0.33053512735851226,0.32977920117448695,1,0,0,1000
D- vs. D+,u_limitVote,Party/Policy Bundle,Squared,0.1,0.34731313858846163,0.02700781710985227,0.2965635138685389,0.3984794837545494,0.3484611864221786,0.34836283933733503,1,0,0,1000
D- vs. D+,u_limitVote,Party/Policy Bundle,Squared,0.3,0.5698542521474776,0.05325165831542913,0.46382354266987363,0.6779258060055666,0.5721320526395604,0.5713734341371304,1,0,0,1000
D- vs. D+,u_limitVote,Party/Policy Bundle,Squared,0.5,0.5455635548310901,0.07265121386282516,0.39958080886506525,0.6900177762111425,0.5478782828384454,0.5500292286625452,1,0,0,1000
D- vs. D+,u_limitVote,Party/Policy Bundle,Squared,0.7,0.5884385955252405,0.07990404261998457,0.4231842755036289,0.7412212263541491,0.5879840440088604,0.5858340315786921,1,0,0,1000
D- vs. D+,u_limitVote,Party/Policy Bundle,Squared,0.9,0.8168356783342228,0.06079397315092481,0.693237578089627,0.9318252316461149,0.8199266278980584,0.8160696253752833,1,0,0,1000
D- vs. D+,u_limitVote,Policy Rank,Absolute,-0.9,0.19111771622984033,0.06961308745427111,0.06939249721727381,0.3403827519436079,0.19130689115101707,0.19507727688554036,0.999,0,0,1000
D- vs. D+,u_limitVote,Policy Rank,Absolute,-0.7,0.3003423714896929,0.0705935101873841,0.1758649375130333,0.4402488188968082,0.3000493085944219,0.303539844683624,1,0,0,1000
D- vs. D+,u_limitVote,Policy Rank,Absolute,-0.5,0.2763942953867469,0.04722126336902436,0.1866430092754034,0.36720057239825565,0.27457042756768346,0.27569359372113195,1,0,0,1000
D- vs. D+,u_limitVote,Policy Rank,Absolute,-0.3,0.20224142214027682,0.03179760313641259,0.1444759827353297,0.2671665798178657,0.19955387358041393,0.20143572865576365,1,0,0,1000
D- vs. D+,u_limitVote,Policy Rank,Absolute,-0.1,0.3048335136842027,0.025637086219594204,0.25426704287481156,0.3572107671134618,0.30439819687559055,0.30467923122873364,1,0,0,1000
D- vs. D+,u_limitVote,Policy Rank,Absolute,0.1,0.40210472555443094,0.027730024904237986,0.3514431507968238,0.45593028662624385,0.40313323157237957,0.4033662688235713,1,0,0,1000
D- vs. D+,u_limitVote,Policy Rank,Absolute,0.3,0.4820205470000314,0.042550099991952695,0.4004314897099617,0.5682045628345105,0.4836084272904615,0.4832299920425491,1,0,0,1000
D- vs. D+,u_limitVote,Policy Rank,Absolute,0.5,0.5559273865844523,0.04496236249266944,0.47183848164986886,0.6456857767089137,0.5599390918929881,0.5586850289262061,1,0,0,1000
D- vs. D+,u_limitVote,Policy Rank,Absolute,0.7,0.6608639917034776,0.062453411647261946,0.5361996688514213,0.7776318484616018,0.6633685850782811,0.6617070256885708,1,0,0,1000
D- vs. D+,u_limitVote,Policy Rank,Absolute,0.9,0.7301881124601239,0.080581210919414,0.5703474855303431,0.8860122130289694,0.7347536040078567,0.7337595416369199,1,0,0,1000
D- vs. D+,u_limitVote,Policy Rank,Squared,-0.9,0.20304718081358986,0.09723004464950463,0.024910842253096435,0.3954326166164427,0.20098171243435722,0.20234137710100264,0.978,0,0,1000
D- vs. D+,u_limitVote,Policy Rank,Squared,-0.7,0.26743160213553896,0.05948123090640542,0.15488772873847156,0.39156295478888137,0.2659030912513015,0.26666212793464705,1,0,0,1000
D- vs. D+,u_limitVote,Policy Rank,Squared,-0.5,0.27467217572628083,0.04062202805499307,0.20223242638817282,0.35724703780095246,0.27374428906654213,0.2749945906005839,1,0,0,1000
D- vs. D+,u_limitVote,Policy Rank,Squared,-0.3,0.26453819700425374,0.028406112281277103,0.20595938306931186,0.31743231481576206,0.2641394153110447,0.2635864505831372,1,0,0,1000
D- vs. D+,u_limitVote,Policy Rank,Squared,-0.1,0.31470891293461206,0.031137562595916112,0.25368532227448937,0.3753251710190272,0.31591210062147906,0.31528685402022255,1,0,0,1000
