Type,Measure,Transformation,value,Stat,estimate,se,q2.5,q97.5,median,mean,gt0,lt0,NAs,Nsim,estimate_reg,std.error,statistic,p.value,conf.low,conf.high,df,outcome
D- vs. D+,Spatial Distance,Squared,0.1,Mean,0.4245841744277486,0.010332983291734826,0.40286940934209103,0.4443717329200868,0.42462566179850014,0.42419016042785834,1,0,0,1000,0.4245841744277463,0.010147077682837864,41.84300029020785,4.918350283158814e-174,0.4046529395774185,0.44451540927807415,556.7559310097254,c_win
D- vs. D+,Spatial Distance,Squared,0.3,Mean,0.5432617754423923,0.013734072745969399,0.5163432693069046,0.5692152247041379,0.5432823648195022,0.5431336162917063,1,0,0,1000,0.543261775442393,0.013662340676601983,39.76344817493673,5.446152704680321e-143,0.5164050414322777,0.5701185094525082,411.25296504655984,c_win
D- vs. D+,Spatial Distance,Squared,0.5,Mean,0.5867699841242895,0.02107503813942759,0.5448767443269356,0.6275716026192719,0.5883263911260352,0.5875146521576292,1,0,0,1000,0.586769984124289,0.021060081780143795,27.861714415445288,2.549628853102301e-76,0.5452786661845207,0.6282613020640574,234.30296375963152,c_win
D- vs. D+,Spatial Distance,Squared,0.7,Mean,0.6668546690025311,0.03922740681275283,0.593222657483525,0.7424108842820288,0.6683280740376121,0.6676612568635171,1,0,0,1000,0.666854669002531,0.037444486503010035,17.809155132863815,3.332716657808325e-29,0.5923080394122617,0.7414012985928002,77.97453994041376,c_win
D- vs. D+,Spatial Distance,Squared,0.9,Mean,0.7691118010262485,0.08281223185265595,0.5853774730966583,0.9031231269364045,0.7727017602930372,0.7652365977207745,1,0,0,1000,0.7691118010262487,0.08093454145936112,9.502886989388028,1.8341678696149808e-6,0.5897987799745659,0.9484248220779314,10.437955518810508,c_win
D+ vs. D-,Party/Policy Bundle,Absolute,-0.9,Mean,0.18563476651292002,0.028912587506554493,0.13072402276010323,0.24752721693475047,0.1848581903269964,0.18541728257958962,1,0,0,1000,0.1856347665129199,0.02905669236818511,6.388709497994204,1.345404162204533e-8,0.12773351304687655,0.24353601997896326,73.65319082423586,c_win
D+ vs. D-,Party/Policy Bundle,Absolute,-0.7,Mean,0.2675045290036521,0.029127197667743934,0.21367090846774947,0.3254721836244133,0.2672010418051012,0.26804911857720193,1,0,0,1000,0.2675045290036519,0.028745944075057848,9.305818180998934,1.862680126589735e-15,0.2105206946039653,0.3244883634033385,107.27113353436802,c_win
D+ vs. D-,Party/Policy Bundle,Absolute,-0.5,Mean,0.36856902599217056,0.02423679928119702,0.3221960135428127,0.4155426647925152,0.368880881605216,0.36850011404895655,1,0,0,1000,0.36856902599217045,0.024617860435796078,14.971610833256879,3.500678756809188e-33,0.3199837635717313,0.4171542884126096,175.44276365055148,c_win
D+ vs. D-,Party/Policy Bundle,Absolute,-0.3,Mean,0.4664182461061409,0.021726375015418353,0.42285087597150706,0.5089431485805286,0.4656497531246635,0.4661529482342488,1,0,0,1000,0.46641824610614074,0.021154783544409726,22.047885535061145,1.1099682205204654e-59,0.4247460159139311,0.5080904762983504,240.60140928470864,c_win
D+ vs. D-,Party/Policy Bundle,Absolute,-0.1,Mean,0.6110952731973689,0.010813209078811094,0.5891758955821641,0.6320670925300632,0.6106687024503807,0.6106725340047554,1,0,0,1000,0.611095273197367,0.010921039123456025,55.955780973704854,2.5874771343366724e-213,0.5896367011500288,0.6325538452447053,483.38335110696715,c_win
D+ vs. D-,Party/Policy Bundle,Absolute,0.1,Mean,0.661258332584792,0.010396618285180473,0.6415254844676322,0.6838846841868826,0.66171632653152,0.6619285327771968,1,0,0,1000,0.6612583325847933,0.01035864703723307,63.83636108151669,3.3767121875816264e-244,0.6409070692248073,0.6816095959447792,505.9007514857509,c_win
D+ vs. D-,Party/Policy Bundle,Absolute,0.3,Mean,0.7672456448664052,0.01750909435887488,0.7312001325130798,0.8005032635764225,0.7672819883456073,0.7668627636176768,1,0,0,1000,0.7672456448664084,0.016771435881622672,45.74716501806021,2.522454944670802e-120,0.734207196872558,0.8002840928602589,239.3764900735259,c_win
D+ vs. D-,Party/Policy Bundle,Absolute,0.5,Mean,0.8512266494034152,0.016524624028305245,0.8196955953564677,0.8819314575714597,0.8517600828319745,0.8513537429039703,1,0,0,1000,0.8512266494034156,0.016454421132753274,51.73239717980782,1.3114318907757934e-102,0.8187337182343906,0.8837195805724407,161.91655954424542,c_win
D+ vs. D-,Party/Policy Bundle,Absolute,0.7,Mean,0.8427152784895456,0.02589388772393319,0.7876992015958751,0.8884379948841915,0.842287918969123,0.8414379593268339,1,0,0,1000,0.8427152784895452,0.026309426981762866,32.030924849625094,3.2185465096356135e-56,0.7905523061611274,0.894878250817963,105.65360094074717,c_win
D+ vs. D-,Party/Policy Bundle,Absolute,0.9,Mean,0.8934243550012302,0.024489852602672307,0.8440883415853506,0.9389339106151405,0.8936140495063954,0.8927825543199104,1,0,0,1000,0.89342435500123,0.02434886570015399,36.692647863082165,1.0545342675732605e-49,0.8449198957838298,0.9419288142186302,75.09148467197338,c_win
D+ vs. D-,Party/Policy Bundle,Squared,-0.9,Mean,0.19634577715425186,0.027467405188841002,0.14468251005256955,0.2527186546615083,0.1950212257728249,0.1966459292752763,1,0,0,1000,0.1963457771542519,0.027117809199378163,7.240473436134151,2.2674330529506776e-10,0.1423929971941156,0.2502985571143882,81.31357996174015,c_win
D+ vs. D-,Party/Policy Bundle,Squared,-0.7,Mean,0.31259389760035633,0.028162848960272432,0.25837502620656827,0.36907809828822535,0.3113881525448645,0.3128816261260638,1,0,0,1000,0.3125938976003563,0.02870162279833592,10.891157611425372,2.5471993900231855e-19,0.2557307501788266,0.3694570450218859,112.98970885079235,c_win
D+ vs. D-,Party/Policy Bundle,Squared,-0.5,Mean,0.4327275321226145,0.028123050229835255,0.3801583815874027,0.48941238130278,0.43116289256778295,0.4319908058692917,1,0,0,1000,0.43272753212261494,0.027859076176029632,15.532730855409348,7.136993699941705e-33,0.37767401525167604,0.48778104899355385,147.814405153517,c_win
D+ vs. D-,Party/Policy Bundle,Squared,-0.3,Mean,0.457852613991701,0.020854540642646476,0.4193238587989829,0.4975715186387186,0.4571987474214927,0.4573773254515805,1,0,0,1000,0.4578526139917011,0.021299857314565122,21.49557188247526,1.570547018723859e-57,0.415890787836842,0.4998144401465601,236.3461075451577,c_win
D+ vs. D-,Party/Policy Bundle,Squared,-0.1,Mean,0.5955728907644109,0.010858127561808211,0.5739811837712311,0.6167742409625366,0.5954534113998786,0.595273078840162,1,0,0,1000,0.5955728907644083,0.010867102493084866,54.8051231819515,3.134525832114731e-212,0.5742215077955065,0.6169242737333102,494.5480414115427,c_win
D+ vs. D-,Party/Policy Bundle,Squared,0.1,Mean,0.6709209779673313,0.010472272949808717,0.6505383947601657,0.6925102821813495,0.6713272868804431,0.6712936488223955,1,0,0,1000,0.6709209779673292,0.010258032919678854,65.40444773580758,7.812323753673337e-253,0.6507686249815113,0.691073330953147,519.1950628885402,c_win
D+ vs. D-,Party/Policy Bundle,Squared,0.3,Mean,0.7675448727654559,0.01810687513136599,0.731321215151247,0.8031961796623058,0.7679775888253817,0.7679573415372858,1,0,0,1000,0.7675448727654566,0.01753453934630474,43.77331263779167,5.266951892401359e-116,0.7330025962776714,0.8020871492532418,238.59760934983294,c_win
D+ vs. D-,Party/Policy Bundle,Squared,0.5,Mean,0.8200477997840006,0.020158688961569214,0.7789735483870396,0.8573385788059229,0.8197284091361345,0.8197044974105477,1,0,0,1000,0.8200477997839993,0.02086357917689711,39.30523103591275,2.9918306137591506e-83,0.7788389037749102,0.8612566957930885,157.3044631183432,c_win
D+ vs. D-,Party/Policy Bundle,Squared,0.7,Mean,0.8329694761122803,0.02400170644501585,0.7844451127891194,0.879446068515004,0.8318647520470166,0.8324595720975403,1,0,0,1000,0.8329694761122812,0.024880178879630583,33.47923984558784,3.078258351247292e-56,0.7836096088318161,0.8823293433927464,100.281876644063,c_win
D+ vs. D-,Party/Policy Bundle,Squared,0.9,Mean,0.876885215851581,0.02246903523902881,0.8309060343015688,0.9176035725685744,0.8775307467202667,0.8763408089637612,1,0,0,1000,0.8768852158515804,0.022450452952270456,39.05868704367942,1.2860298729290916e-61,0.8323339422410434,0.9214364894621174,98.16211785701414,c_win
D+ vs. D-,Policy Rank,Absolute,-0.9,Mean,0.30922821089144253,0.03400884145288825,0.2444600857298616,0.37573205954438443,0.3083859102684663,0.30922846494898293,1,0,0,1000,0.30922821089144253,0.03356676729937583,9.212332189557992,2.8818883269814824e-15,0.2426928007713391,0.375763621011546,107.96361046388397,c_win
D+ vs. D-,Policy Rank,Absolute,-0.7,Mean,0.35519716469004636,0.023624867199562513,0.30869148899196974,0.4044138745641504,0.35613579951988206,0.35538326659824193,1,0,0,1000,0.3551971646900464,0.023646512970846613,15.021122358631187,4.086031482062754e-34,0.3085533180225488,0.401841011357544,189.72494843479933,c_win
D+ vs. D-,Policy Rank,Absolute,-0.5,Mean,0.4336917350671896,0.018401699948385822,0.39943455665824906,0.4708819802438574,0.4337849867378293,0.43432861401419814,1,0,0,1000,0.43369173506718894,0.018609804048255192,23.304476175172343,1.607196468219383e-67,0.39705884920924456,0.47032462092513333,280.0028816958424,c_win
D+ vs. D-,Policy Rank,Absolute,-0.3,Mean,0.4960627466026596,0.016184635672501217,0.46444573164241126,0.5282341447076117,0.49573647053341074,0.49583563461187397,1,0,0,1000,0.49606274660266114,0.015692992719141877,31.61046178257494,1.1847988792141663e-109,0.4652093402781958,0.5269161529271265,390.173086016448,c_win
D+ vs. D-,Policy Rank,Absolute,-0.1,Mean,0.6098421814514742,0.010430313604289237,0.5894837503585766,0.6297547009766783,0.6101801469758292,0.6098365405485058,1,0,0,1000,0.60984218145147,0.010209564065279533,59.73244083216131,4.591412000407321e-239,0.5897865111661686,0.6298978517367713,535.9332778574679,c_win
D+ vs. D-,Policy Rank,Absolute,0.1,Mean,0.6762853505076715,0.01005373176520287,0.6568567808919592,0.6951215149834081,0.6760006497099884,0.6760153649374929,1,0,0,1000,0.6762853505076719,0.010186577018269638,66.38985296972214,1.3036177437579037e-264,0.6562759496152857,0.6962947514000581,549.4439822916069,c_win
D+ vs. D-,Policy Rank,Absolute,0.3,Mean,0.7419125142601266,0.012249880441019118,0.7176637309438411,0.7660110426181056,0.7417525678608592,0.741940421036667,1,0,0,1000,0.7419125142601228,0.012761396031575722,58.13725335569847,3.876588769588818e-193,0.71682204215546,0.7670029863647857,386.36995025543257,c_win
D+ vs. D-,Policy Rank,Absolute,0.5,Mean,0.7554406100685346,0.017112156307337506,0.7201472573374048,0.788436234159003,0.7565121053130228,0.7556480426830892,1,0,0,1000,0.7554406100685342,0.01657160573976876,45.586445992714985,2.5055321769163747e-128,0.7228136323879016,0.7880675877491669,268.20661712985554,c_win
D+ vs. D-,Policy Rank,Absolute,0.7,Mean,0.7740167584285479,0.023591453184206156,0.726449338167106,0.8207696177267061,0.7732065437321497,0.7735617795912162,1,0,0,1000,0.7740167584285466,0.02301697028290246,33.6280904443581,1.4787479706117304e-77,0.7285847995294522,0.8194487173276409,172.07368144083176,c_win
D+ vs. D-,Policy Rank,Absolute,0.9,Mean,0.7943520694905385,0.028380040990265042,0.7378517026560453,0.8504783933316366,0.7944683866301118,0.7947520525574363,1,0,0,1000,0.7943520694905378,0.029427998433206114,26.993071625088945,5.4905256157149336e-46,0.7359198577759704,0.8527842812051053,93.72551012119662,c_win
D+ vs. D-,Policy Rank,Squared,-0.9,Mean,0.29898937655733193,0.03800685997982702,0.22703030467555368,0.3767578134462743,0.30034099083961563,0.2999733010589422,1,0,0,1000,0.29898937655733204,0.036485382149698896,8.194771685015763,2.055213617925716e-12,0.22646513837496896,0.37151361473969513,86.52695603368599,c_win
D+ vs. D-,Policy Rank,Squared,-0.7,Mean,0.3930355440110491,0.023932097131117196,0.3464263727485065,0.4375964351534742,0.3927187244773701,0.3931928428699805,1,0,0,1000,0.39303554401104934,0.024249520964463502,16.207971472385946,2.187752568656004e-38,0.3452205753336705,0.4408505126884282,201.78177189244443,c_win
D+ vs. D-,Policy Rank,Squared,-0.5,Mean,0.4556668651319046,0.01577909429550604,0.4251898434934728,0.48784946318002187,0.45559518836432034,0.4557098008301283,1,0,0,1000,0.45566686513190463,0.015622548549782317,29.16725550123215,8.32202889385859e-96,0.4249412302692825,0.4863924999945268,350.8123872215232,c_win
D+ vs. D-,Policy Rank,Squared,-0.3,Mean,0.5464480028053865,0.013316253737539207,0.520650282665351,0.5729640565921518,0.5461246361234189,0.5463473392208683,1,0,0,1000,0.5464480028053901,0.013363961607843158,40.88967170368747,7.462723826411019e-153,0.5201837285655119,0.5727122770452683,445.26505140802544,c_win
D+ vs. D-,Policy Rank,Squared,-0.1,Mean,0.6135871988147934,0.011851497716148145,0.5908380079867904,0.6382741836429693,0.6139727455658045,0.613657651444869,1,0,0,1000,0.6135871988147971,0.011766104153631527,52.14871386510866,6.104115989933937e-196,0.5904656221798531,0.636708775449741,463.03749715118414,c_win
D+ vs. D-,Policy Rank,Squared,0.1,Mean,0.6699465092700184,0.01152036543787884,0.6475849330770427,0.6913252430956867,0.6693438322259493,0.6696957330959905,1,0,0,1000,0.6699465092700205,0.011746956474670249,57.031496687215466,6.783497093901705e-215,0.6468642087963205,0.6930288097437206,476.0146064722658,c_win
D+ vs. D-,Policy Rank,Squared,0.3,Mean,0.7073597032932715,0.01185841706760583,0.6839835963839735,0.7306137558626085,0.7068608156613837,0.7070286109472695,1,0,0,1000,0.7073597032932686,0.012571701525287573,56.26602746417717,7.606344438259877e-202,0.6826509218043225,0.7320684847822146,435.30546621365835,c_win
D+ vs. D-,Policy Rank,Squared,0.5,Mean,0.748632505156868,0.013948415361902205,0.7205273890191666,0.7752079203196431,0.7497544512017312,0.7490382783872848,1,0,0,1000,0.7486325051568691,0.013587781963408489,55.096005159113915,1.2456634221501253e-175,0.7219094858194405,0.7753555244942977,353.641192464949,c_win
D+ vs. D-,Policy Rank,Squared,0.7,Mean,0.7744897117216201,0.022472252280350425,0.7294048348108281,0.8174868066345587,0.7746852022162858,0.7745466963665297,1,0,0,1000,0.7744897117216213,0.02185142028487191,35.443449516085366,1.9574648607014507e-82,0.731367661301851,0.8176117621413915,177.47371830573167,c_win
D+ vs. D-,Policy Rank,Squared,0.9,Mean,0.7627434955777754,0.03497247355392802,0.6939266584370676,0.8287145049147806,0.7643309290227756,0.7627961725142195,1,0,0,1000,0.7627434955777744,0.035191921399723686,21.67382357201341,2.434802226612527e-34,0.6926570036072398,0.8328299875483091,76.28901799517023,c_win
D+ vs. D-,Policy Rating,Absolute,-0.9,Mean,0.20101018875960708,0.039032726677278695,0.12879457727838403,0.2793374261489888,0.20108189525428777,0.20285788362595142,1,0,0,1000,0.201010188759607,0.0381907600369151,5.263319938260223,5.862477206734464e-6,0.12368944108534946,0.27833093643386453,37.88666198966856,c_win
D+ vs. D-,Policy Rating,Absolute,-0.7,Mean,0.25112216603751186,0.032772308188323634,0.1888828585787025,0.3147664799087087,0.2510641564367787,0.25067200993901606,1,0,0,1000,0.25112216603751175,0.03355930905286947,7.482936124873516,5.4540662565412516e-011,0.18442087199679846,0.31782346007822504,87.13587700297818,c_win
D+ vs. D-,Policy Rating,Absolute,-0.5,Mean,0.3529680545253848,0.019081249161241872,0.3168928142217458,0.39235819510792813,0.35278748086008993,0.35340275771443524,1,0,0,1000,0.35296805452538477,0.018520719370679315,19.058009975799248,5.505049376195558e-51,0.3164953825035913,0.3894407265471782,255.55308678091114,c_win
D+ vs. D-,Policy Rating,Absolute,-0.3,Mean,0.47896691323784674,0.015062532326512197,0.4491835530543672,0.5099580455778703,0.4797068058555911,0.47952413392859244,1,0,0,1000,0.47896691323784657,0.01540017300506535,31.101398216780233,6.931316078211609e-101,0.44867391395578327,0.5092599125199099,335.69815937578534,c_win
D+ vs. D-,Policy Rating,Absolute,-0.1,Mean,0.599860040740788,0.009917198363337472,0.5801088325597368,0.6185265520542201,0.5993158567636718,0.5991252475348954,1,0,0,1000,0.599860040740784,0.00978158929708287,61.32541681336776,1.1841457562451766e-234,0.580641915754826,0.619078165726742,499.5452204721332,c_win
D+ vs. D-,Policy Rating,Absolute,0.1,Mean,0.6585205486028889,0.009536740954555813,0.6401672890847108,0.6761638682927026,0.6587873324516047,0.658547238245209,1,0,0,1000,0.6585205486028978,0.009651266505997728,68.23151637079586,3.035058086859771e-256,0.6395587397477701,0.6774823574580254,502.46714165801075,c_win
D+ vs. D-,Policy Rating,Absolute,0.3,Mean,0.7756478842839583,0.013473667935143867,0.7505023696807502,0.8030279317422858,0.7757490884901836,0.7758219095036323,1,0,0,1000,0.7756478842839566,0.013414958379276322,57.81962659550192,3.1804487038257105e-178,0.749261335820831,0.8020344327470822,340.77728977246,c_win
D+ vs. D-,Policy Rating,Absolute,0.5,Mean,0.8397417860549786,0.01337460816161534,0.814439238919864,0.866797971798322,0.8399824886760179,0.8398200691835618,1,0,0,1000,0.8397417860549823,0.013357166742957708,62.868256585755276,9.015368599953618e-174,0.813455220404213,0.8660283517057515,297.3274538846513,c_win
D+ vs. D-,Policy Rating,Absolute,0.7,Mean,0.9109773848144718,0.021085985424152368,0.8671219270860994,0.9504869570807062,0.9113490315169144,0.9111442900500414,1,0,0,1000,0.9109773848144719,0.02144115363405351,42.48733068950307,7.434724936612783e-52,0.8682172315728759,0.9537375380560679,70.26913178251657,c_win
D+ vs. D-,Policy Rating,Absolute,0.9,Mean,0.8684916849275326,0.04047593252918363,0.7839966484762515,0.9361090494745106,0.870920600745969,0.8671193526258727,1,0,0,1000,0.8684916849275324,0.040587045204705526,21.39824864183122,6.172014696439495e-23,0.786354492579245,0.9506288772758198,38.38399974455339,c_win
D+ vs. D-,Policy Rating,Squared,-0.9,Mean,0.18622101782468356,0.03348605257030962,0.12440529857028947,0.2537101533264446,0.18644174925631812,0.18716554516684747,1,0,0,1000,0.1862210178246836,0.034275949758113156,5.432993662870126,1.353770414648849e-6,0.1175040947451413,0.2549379409042259,54.07623551294047,c_win
D+ vs. D-,Policy Rating,Squared,-0.7,Mean,0.27312689477329644,0.03802972136949552,0.1999211933973108,0.35576397222012995,0.27216320330914456,0.2738186437104306,1,0,0,1000,0.27312689477329644,0.03754887924252314,7.27390271782033,4.511320810295002e-10,0.1982013289941254,0.34805246055246747,68.10321647093947,c_win
D+ vs. D-,Policy Rating,Squared,-0.5,Mean,0.36441624155265107,0.018798040448600725,0.32870938707209746,0.40248979592480777,0.3642168089701203,0.3649572646688327,1,0,0,1000,0.3644162415526512,0.01851944987596605,19.677487398023572,7.300248204237656e-52,0.3279336690402306,0.4008988140650718,238.513852077641,c_win
D+ vs. D-,Policy Rating,Squared,-0.3,Mean,0.5035018217979035,0.01666680563610154,0.4718955838275193,0.5355277839442691,0.5039104849885458,0.5035615203082963,1,0,0,1000,0.5035018217979035,0.016694454956203142,30.159823912718863,1.0561023610972353e-94,0.4706545379783045,0.5363491056175025,313.6362348304895,c_win
D+ vs. D-,Policy Rating,Squared,-0.1,Mean,0.5854174994949444,0.010033734921147152,0.5649001061519665,0.6046442933344509,0.5847579606432247,0.584815529091358,1,0,0,1000,0.5854174994949458,0.009733308051201782,60.145789737196665,6.181354512858007e-237,0.5662962540660011,0.6045387449238905,522.2656739647133,c_win
D+ vs. D-,Policy Rating,Squared,0.1,Mean,0.6719505387430026,0.009189782177052625,0.6543946976239629,0.6901882734053044,0.6724026442257083,0.6721021671626691,1,0,0,1000,0.6719505387430078,0.009478804589273578,70.88979759150239,8.39926480452079e-270,0.6533291809044773,0.6905718965815383,521.1969392725039,c_win
D+ vs. D-,Policy Rating,Squared,0.3,Mean,0.7538342743211852,0.014208590690361695,0.7237739191837487,0.78229428112914,0.7536998919044766,0.7537212178043688,1,0,0,1000,0.7538342743211836,0.014171415638713164,53.193999353309174,6.12156225869277e-154,0.7259452664317212,0.7817232822106459,297.27256081041844,c_win
D+ vs. D-,Policy Rating,Squared,0.5,Mean,0.829797450443587,0.013727367711653431,0.8027879714031333,0.8562438396378204,0.8307536853503423,0.8302039665885435,1,0,0,1000,0.8297974504435839,0.01341565781852218,61.852908121876304,4.393985304946473e-165,0.8033888573124771,0.8562060435746907,279.415866216198,c_win
D+ vs. D-,Policy Rating,Squared,0.7,Mean,0.8795675856191638,0.02788806171306919,0.8233069200800314,0.9298236821559371,0.8800391594553334,0.8783506295452254,1,0,0,1000,0.8795675856191636,0.028398062834118713,30.9728022913736,3.873417148249636e-39,0.8227875605263896,0.9363476107119376,61.28880032658209,c_win
D+ vs. D-,Policy Rating,Squared,0.9,Mean,0.8742891771681164,0.037679084302776035,0.7956101083670176,0.941300341773551,0.8751347385757763,0.8731859127586137,1,0,0,1000,0.8742891771681159,0.03721398172580314,23.493567111683408,2.4969429854305754e-27,0.7993895247352849,0.949188829600947,46.187554936551564,c_win
D+ vs. D-,Spatial Distance,Absolute,-0.9,Mean,0.25052134610848076,0.0680492056295858,0.1266579886316205,0.39318785161725345,0.2507214296517603,0.2508965526065532,1,0,0,1000,0.2505213461084807,0.07020742222368428,3.5683028684674882,0.0018648227453706276,0.10431268446040198,0.3967300077565594,20.528782948018527,c_win
D+ vs. D-,Spatial Distance,Absolute,-0.7,Mean,0.3196473915132088,0.03379079959377402,0.2514473102936937,0.38765375050477124,0.31878544032884765,0.3189933261315616,1,0,0,1000,0.3196473915132088,0.032656975470405115,9.788028037161139,1.6992938715908811e-15,0.25469620284100225,0.3845985801854154,83.19245094617888,c_win
D+ vs. D-,Spatial Distance,Absolute,-0.5,Mean,0.4225100771886083,0.023375518533271772,0.3765355341772744,0.4687295963301391,0.4230989968541826,0.4220452127591853,1,0,0,1000,0.422510077188608,0.022890511068105975,18.45786998514436,1.4907085202511225e-46,0.3773968636547521,0.4676232907224639,219.5896235931941,c_win
D+ vs. D-,Spatial Distance,Absolute,-0.3,Mean,0.5048043254137603,0.016214335606548804,0.4739060794943504,0.5358334528179816,0.504337972631473,0.5039144866505614,1,0,0,1000,0.5048043254137613,0.015850870856919604,31.847103542162287,5.358436648322558e-107,0.4736329323831566,0.535975718444366,361.8606047962331,c_win
D+ vs. D-,Spatial Distance,Absolute,-0.1,Mean,0.5967516927704617,0.009152385362449972,0.5801362855504238,0.6159443316775911,0.5970450508240939,0.5972761954596909,1,0,0,1000,0.5967516927704617,0.009182741441895426,64.98622405372716,7.026393640516951e-267,0.5787158368190716,0.6147875487218518,574.2483564037826,c_win
D+ vs. D-,Spatial Distance,Absolute,0.1,Mean,0.6648697689004756,0.009230339681130106,0.6461750155170941,0.682369760786015,0.665277566507866,0.6647075417762998,1,0,0,1000,0.6648697689004758,0.008982244581170551,74.02044810650558,1.0689569887807066e-300,0.6472286826363126,0.6825108551646389,589.6480368453864,c_win
D+ vs. D-,Spatial Distance,Absolute,0.3,Mean,0.7201389735528166,0.014622225685333001,0.690444756102846,0.7478326209395453,0.7201508199031146,0.7196802750126666,1,0,0,1000,0.7201389735528186,0.014401240655729577,50.00534264846891,2.3474613363961016e-175,0.6918284280980991,0.7484495190075382,404.8598148868101,c_win
D+ vs. D-,Spatial Distance,Absolute,0.5,Mean,0.7466887302572177,0.020365382520545487,0.7078657695372838,0.7859711946847905,0.745943946309705,0.7462130680864961,1,0,0,1000,0.7466887302572177,0.019812436674112147,37.68787971612174,8.740816469962805e-101,0.7076530902599564,0.785724370254479,231.60802328044937,c_win
D+ vs. D-,Spatial Distance,Absolute,0.7,Mean,0.7942534858780028,0.03250939767152428,0.7292490887748558,0.8507643030634185,0.7960639043682374,0.79427265366622,1,0,0,1000,0.7942534858780027,0.03312363796249284,23.978449673232337,4.79471301422818e-38,0.7283244529682051,0.8601825187878003,79.1481826916335,c_win
D+ vs. D-,Spatial Distance,Absolute,0.9,Mean,0.8239183295523765,0.06868589711331598,0.6868388309303577,0.947337481108483,0.827917085765011,0.8247985550286854,1,0,0,1000,0.823918329552377,0.07110985263258254,11.586556560726965,3.871388327083129e-10,0.6752407254438625,0.9725959336608915,19.301168342328044,c_win
D+ vs. D-,Spatial Distance,Squared,-0.9,Mean,0.23088819897375149,0.08281223185265595,0.09687687306359531,0.4146225269033418,0.22729823970696283,0.2347634022792256,1,0,0,1000,0.23088819897375149,0.08093454145936112,2.8527770073261633,0.016493143189750273,0.05157517792206873,0.41020122002543424,10.437955518810508,c_win
D+ vs. D-,Spatial Distance,Squared,-0.7,Mean,0.33314533099746896,0.03922740681275283,0.2575891157179712,0.40677734251647485,0.33167192596238787,0.33233874313648293,1,0,0,1000,0.333145330997469,0.037444486503010035,8.897046324047963,1.713861482249119e-13,0.2585987014071998,0.4076919605877382,77.97453994041376,c_win
D+ vs. D-,Spatial Distance,Squared,-0.5,Mean,0.4132300158757105,0.02107503813942759,0.37242839738072797,0.45512325567306466,0.41167360887396476,0.4124853478423708,1,0,0,1000,0.4132300158757106,0.02106008178014379,19.62148201462916,2.3220609767018079e-51,0.37173869793594233,0.4547213338154789,234.30296375963152,c_win
D+ vs. D-,Spatial Distance,Squared,-0.3,Mean,0.4567382245576077,0.013734072745969397,0.4307847752958622,0.48365673069309556,0.4567176351804977,0.45686638370829374,1,0,0,1000,0.4567382245576086,0.013662340676601981,33.43045202640972,2.5274682285507025e-119,0.4298814905474934,0.4835949585677238,411.25296504655984,c_win
D+ vs. D-,Spatial Distance,Squared,-0.1,Mean,0.5754158255722515,0.010332983291734826,0.5556282670799133,0.597130590657909,0.5753743382015,0.5758098395721416,1,0,0,1000,0.575415825572244,0.010147077682837869,56.707541181582386,1.742757206642587e-233,0.5554845907219161,0.5953470604225719,556.7559310097254,c_win
D+ vs. D-,Spatial Distance,Squared,0.1,Mean,0.7023689404252383,0.009319429743840854,0.6843479439544441,0.7205434947739459,0.7025008467838127,0.7021431331376226,1,0,0,1000,0.7023689404252428,0.009279606829219267,75.68951501411144,1.38277201093479e-290,0.6841405967194357,0.7205972841310498,542.7522753442728,c_win
D+ vs. D-,Spatial Distance,Squared,0.3,Mean,0.7415310530107029,0.013062558579252108,0.7150604117401248,0.7665360716113455,0.7413642392599616,0.7413453034176378,1,0,0,1000,0.7415310530107075,0.01253701358421548,59.147343825512,1.7874506788447393e-197,0.7168828700003637,0.7661792360210514,392.06831573109207,c_win
D+ vs. D-,Spatial Distance,Squared,0.5,Mean,0.7852360385824381,0.017563228938355213,0.7490277404869421,0.8192683367258919,0.7855466553046675,0.7852797919401091,1,0,0,1000,0.7852360385824402,0.017795699147598536,44.12504572423079,1.445624265856968e-115,0.7501761938064894,0.820295883358391,234.53626462395204,c_win
D+ vs. D-,Spatial Distance,Squared,0.7,Mean,0.7573318579747649,0.0334161397236022,0.68938445230348,0.8190712314013076,0.7561459895490974,0.7569852944495159,1,0,0,1000,0.7573318579747638,0.03509591733989391,21.578916163957807,3.836951033019126e-34,0.6874321369574685,0.827231578992059,75.99033718730288,c_win
D+ vs. D-,Spatial Distance,Squared,0.9,Mean,0.8185975666237181,0.07636495929864869,0.6572585677085613,0.9581958334513384,0.821871350581567,0.816575165006909,1,0,0,1000,0.8185975666237184,0.07662690597924934,10.682899905229053,3.5795363241372476e-007,0.6500856994746543,0.9871094337727825,11.07693967441555,c_win
D+ vs. V-,Party/Policy Bundle,Absolute,-0.9,Mean,0.24923733367458842,0.0738248406840785,0.11320360803625369,0.39748333813860337,0.24957508035248133,0.2503492666934168,1,0,0,1000,0.24923733367458842,0.07540895595286126,3.3051423471555377,0.0029767296640011735,0.09359350871626301,0.40488115863291385,23.978488069250663,c_win
D+ vs. V-,Party/Policy Bundle,Absolute,-0.7,Mean,0.4159711510159663,0.063026375294234,0.295245825097605,0.543601285079321,0.41357227836748833,0.4162018950418599,1,0,0,1000,0.4159711510159661,0.06130756055083227,6.784989441409428,3.6330786108544805e-8,0.292087063770425,0.5398552382615072,40.241031762268015,c_win
