Type,Measure,Transformation,value,Stat,estimate,se,q2.5,q97.5,median,mean,gt0,lt0,NAs,Nsim,estimate_reg,std.error,statistic,p.value,conf.low,conf.high,df,outcome
D+ vs. D-,Spatial Distance,Absolute,-0.3,DIM,0.15484356040913066,0.02070497808870113,0.11321241791889079,0.1928108262205649,0.15411454778547679,0.15374106171986854,1,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D-,Spatial Distance,Absolute,-0.1,DIM,0.12935388627034067,0.012480498624625542,0.10748033886659428,0.15584105664200512,0.12977336361646521,0.1299173633002958,1,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D-,Spatial Distance,Absolute,0.1,DIM,0.13226757540059675,0.012618304724153302,0.10669188311884648,0.1555658665534352,0.13214683519927167,0.1320663739356949,1,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D-,Spatial Distance,Absolute,0.3,DIM,0.07009973855744633,0.019445399216494172,0.03307728278512816,0.10486217835572507,0.07050030237505595,0.06985369994335944,1,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D-,Spatial Distance,Absolute,0.5,DIM,0.04303141949679268,0.027033927970293376,-0.008655659978254387,0.09505587469812553,0.044498521572101435,0.04338644066379856,0.94,0.06,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D-,Spatial Distance,Absolute,0.7,DIM,0.030412923795028912,0.045345717136210266,-0.05438458014060982,0.11739733571084689,0.03197163764826311,0.03201697526246266,0.757,0.243,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D-,Spatial Distance,Absolute,0.9,DIM,0.02325380927179932,0.10107245226826363,-0.17309762765451156,0.22766801350439198,0.025998592811229848,0.021652916743322065,0.596,0.404,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D-,Spatial Distance,Squared,-0.9,DIM,0.16302132002914824,0.09747722950649314,-0.01910088798140801,0.35570202566666215,0.16528537926782216,0.1682468633177597,0.956,0.044,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D-,Spatial Distance,Squared,-0.7,DIM,0.07943078621717664,0.05290767634680376,-0.01988181415646193,0.18057502958000043,0.07756185052281411,0.07852989900088331,0.923,0.077,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D-,Spatial Distance,Squared,-0.5,DIM,0.13078429990691026,0.027575931056377647,0.07468444106333622,0.1855652160710958,0.12898303706093917,0.12980366221112355,1,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D-,Spatial Distance,Squared,-0.3,DIM,0.14396314587580117,0.017654837141684802,0.10884550220472455,0.1788186595109991,0.14423077832924225,0.1444069308291342,1,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D-,Spatial Distance,Squared,-0.1,DIM,0.14982193767010216,0.013969294581066383,0.12436778568673565,0.17807848771667179,0.14971686803447742,0.14991495001631588,1,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D-,Spatial Distance,Squared,0.1,DIM,0.1279628283273877,0.012852089307950313,0.102460519892051,0.15389182858006073,0.12786559571708683,0.12803802269344836,1,0,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D-,Spatial Distance,Squared,0.3,DIM,0.05430613169250942,0.016103994503722997,0.022644304861964205,0.08591316111599685,0.05395117751250955,0.053804756296797415,0.999,0.001,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D-,Spatial Distance,Squared,0.5,DIM,0.06768175455123837,0.024796514379953588,0.01764645125507983,0.11580766215386377,0.06826329405717946,0.0679614775713563,0.995,0.005,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D-,Spatial Distance,Squared,0.7,DIM,0.011046402755057305,0.045120964811631206,-0.07884810023324915,0.09963230235529838,0.0110775516032518,0.01079413858511557,0.596,0.404,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. D-,Spatial Distance,Squared,0.9,DIM,-0.11353555443167873,0.09330015106561058,-0.3051227352567354,0.05527539278484411,-0.11498990079951665,-0.11690829603162514,0.105,0.895,0,1000,NA,NA,NA,NA,NA,NA,NA,NA
D+ vs. V-,Party/Policy Bundle,Absolute,-0.9,DIM,0.1219431790829234,0.07750605772002978,-0.02498910178183362,0.2836180100732561,0.12207206252826687,0.12348209476268339,0.948,0.052,0,1000,0.12194317908292346,0.07929987528750616,1.5377474257155084,0.13252040266633236,-0.03867032735311349,0.2825566855189604,37.43712323076169,c_win
D+ vs. V-,Party/Policy Bundle,Absolute,-0.7,DIM,0.24424516218459857,0.06821357143990517,0.10975604722835797,0.3829992064424971,0.24094873593104893,0.24327377879923487,1,0,0,1000,0.24424516218459844,0.06655507728138724,3.6698201273504334,5.098503481820481e-4,0.11117780661510418,0.3773125177540927,61.404923494852305,c_win
D+ vs. V-,Party/Policy Bundle,Absolute,-0.5,DIM,0.3234935356281406,0.04938057526051547,0.21585068798943177,0.41560488644055454,0.32075101039881454,0.31997119237480487,1,0,0,1000,0.32349353562813954,0.049537026752203554,6.530338149811334,3.9448748149991285e-9,0.2250641410866145,0.4219229301696646,88.97523136210607,c_win
D+ vs. V-,Party/Policy Bundle,Absolute,-0.3,DIM,0.269081574971766,0.04113795106359189,0.18455126321382825,0.3540106189467958,0.26947366439728143,0.269668375992102,1,0,0,1000,0.26908157497176566,0.03951772054095753,6.809137047590593,2.5089843484102094e-10,0.1909674776763883,0.347195672267143,143.05849925511845,c_win
D+ vs. V-,Party/Policy Bundle,Absolute,-0.1,DIM,0.23852038793096209,0.02138877200081344,0.19820592249101163,0.2808381390753712,0.23734531484382926,0.23796012291855442,1,0,0,1000,0.2385203879309663,0.021949232581104608,10.866912410245307,5.5130046691145e-24,0.19535581038636324,0.28168496547556937,360.6058647306568,c_win
D+ vs. V-,Party/Policy Bundle,Absolute,0.1,DIM,0.16673288736721392,0.021769903364618457,0.1245240929829893,0.21087323373173766,0.16550870112615185,0.16584853942649508,1,0,0,1000,0.16673288736721367,0.02196079689865292,7.592296770316249,2.9669495745437306e-13,0.12353905265931905,0.2099267220751083,345.1455532738166,c_win
D+ vs. V-,Party/Policy Bundle,Absolute,0.3,DIM,0.10864333885865507,0.03453576678722506,0.04034342793395895,0.17234553483871368,0.10843415743110868,0.1079396251919433,0.998,0.002,0,1000,0.10864333885865568,0.03461692030209703,3.138446109894827,0.002060768209001337,0.04022016274795347,0.17706651496935788,143.94176129351362,c_win
D+ vs. V-,Party/Policy Bundle,Absolute,0.5,DIM,0.06913431532547631,0.03722982853907448,-0.0017365332500313242,0.1437864016246769,0.070787865655352,0.07059214833053248,0.972,0.028,0,1000,0.06913431532547627,0.03726809357494098,1.855053712003184,0.06652469628676796,-0.004801516925188418,0.14307014757614095,100.33288972761687,c_win
D+ vs. V-,Party/Policy Bundle,Absolute,0.7,DIM,0.03710968525933489,0.049842088919832224,-0.05987279441320948,0.13755151969841492,0.04199661512217645,0.04164281080883649,0.801,0.199,0,1000,0.03710968525933477,0.04896632847411879,0.7578612980744337,0.45272464946512503,-0.06167996204031049,0.13589933255898004,42.411599011220495,c_win
D+ vs. V-,Party/Policy Bundle,Absolute,0.9,DIM,0.062048578721249026,0.042467820568379486,-0.031089701710405527,0.13500564775775117,0.06085754864440607,0.059304946334874625,0.905,0.095,0,1000,0.06204857872124949,0.04230382100718996,1.4667369812931013,0.1538026580854951,-0.02468200103669984,0.14877915847919881,27.47175134038744,c_win
D+ vs. V-,Party/Policy Bundle,Squared,-0.9,DIM,0.18486649702533714,0.06645390633177552,0.058133345255658005,0.32349828271660364,0.18569230638802314,0.18611012896424775,0.998,0.002,0,1000,0.18486649702533708,0.06530976705874061,2.8306102647566527,0.006663909720746754,0.0537031330775585,0.3160298609731157,50.23439499003404,c_win
D+ vs. V-,Party/Policy Bundle,Squared,-0.7,DIM,0.20383775142236477,0.061188563706796026,0.0771574878748122,0.31873659010975797,0.19822717181141086,0.19994028114558457,1,0,0,1000,0.20383775142236493,0.06071856976284002,3.3570907914750383,0.0013687207034733264,0.08239353230503325,0.3252819705396966,60.265485638644954,c_win
D+ vs. V-,Party/Policy Bundle,Squared,-0.5,DIM,0.27508926720503557,0.05721514650460309,0.15858300175665066,0.3839859307103683,0.2773914444496791,0.27536192201366283,1,0,0,1000,0.27508926720503546,0.057580274015418695,4.777491457080819,8.216437653260592e-6,0.16044961118620277,0.38972892322386815,77.73583056310783,c_win
D+ vs. V-,Party/Policy Bundle,Squared,-0.3,DIM,0.3574051434820484,0.039967610960979054,0.2758654215147222,0.4369609570255046,0.356549892079566,0.35556862217136714,1,0,0,1000,0.3574051434820489,0.040296306280306914,8.869426914613145,1.2669090638931653e-14,0.27756939882214265,0.4372408881419551,112.80493027970788,c_win
D+ vs. V-,Party/Policy Bundle,Squared,-0.1,DIM,0.2288564037527716,0.02137162121713441,0.1870456492177188,0.2692666689599155,0.22815883591372832,0.22862935459984107,1,0,0,1000,0.22885640375277144,0.02164165686636692,10.574809736884557,4.770315256422855e-23,0.1863021887887092,0.2714106187168337,374.9859259410428,c_win
D+ vs. V-,Party/Policy Bundle,Squared,0.1,DIM,0.16278816498961368,0.021240023063352317,0.12028814914238233,0.20262719690382294,0.16224856383279562,0.16222133665876068,1,0,0,1000,0.16278816498961235,0.021246814409679668,7.661768105596526,1.724786061272036e-13,0.12100433541765819,0.2045719945615665,359.06819690846515,c_win
D+ vs. V-,Party/Policy Bundle,Squared,0.3,DIM,0.13539650355724753,0.032725585757457126,0.06777858066695039,0.19790288134174713,0.13611731281682937,0.13468574422000712,1,0,0,1000,0.13539650355724753,0.03400507209834051,3.9816561237008834,1.1310605505414778e-4,0.06812311513130008,0.20266989198319496,130.32579568720504,c_win
D+ vs. V-,Party/Policy Bundle,Squared,0.5,DIM,0.01117692916128965,0.04971043202511121,-0.07979557177021966,0.1088349871847991,0.01351199955745147,0.012840621550919392,0.586,0.414,0,1000,0.011176929161289366,0.04999594695353534,0.22355670494003949,0.8237229065174364,-0.08845465560760316,0.1108085139301819,73.44604980634665,c_win
D+ vs. V-,Party/Policy Bundle,Squared,0.7,DIM,0.06519239986502745,0.047526871834728486,-0.030287228480388693,0.15630105234221014,0.06792185011304747,0.06736508779652738,0.92,0.08,0,1000,0.06519239986502728,0.04907407540828953,1.3284488667924057,0.1921794998432004,-0.03424680747693004,0.1646316072069846,36.93743198515111,c_win
D+ vs. V-,Party/Policy Bundle,Squared,0.9,DIM,0.06527244917187058,0.03353163701769867,-0.006122187822844102,0.122464271597825,0.06508161798858114,0.0635133390171313,0.967,0.033,0,1000,0.0652724491718703,0.03322928134188226,1.9643051711022341,0.05625110322657252,-0.0018215343823918123,0.1323664327261324,41.281846925597996,c_win
D+ vs. V-,Policy Rank,Absolute,-0.9,DIM,0.2134168707672388,0.07745435367249963,0.06633623671792571,0.37756040037130195,0.21139106849490982,0.21079903209952575,0.995,0.005,0,1000,0.21341687076723867,0.07870272432268731,2.711683396018324,0.009954974441865386,0.05415268516083496,0.37268105637364235,38.4495381481251,c_win
D+ vs. V-,Policy Rank,Absolute,-0.7,DIM,0.19335943555335539,0.05314491700580086,0.08737112276608554,0.2958996291550842,0.1913664406448955,0.19305885951166052,1,0,0,1000,0.19335943555335572,0.052571374303719075,3.6780365382168987,4.0127401707191877e-4,0.08890524284973492,0.29781362825697655,89.24855031588511,c_win
D+ vs. V-,Policy Rank,Absolute,-0.5,DIM,0.2198867013294344,0.03672136862360367,0.15059133938497002,0.2892132446601039,0.2186355322902946,0.21961882478790512,1,0,0,1000,0.21988670132943416,0.03735118089400976,5.887008015982134,2.2372161221843685e-8,0.14612234321928244,0.2936510594395859,160.15594140365502,c_win
D+ vs. V-,Policy Rank,Absolute,-0.3,DIM,0.23406315793608423,0.030812648588347886,0.17285638861877214,0.29739037991668726,0.23504390690324412,0.23529531675189477,1,0,0,1000,0.23406315793608318,0.02979728670285905,7.855183603466312,1.6298172641120972e-13,0.1753455584378017,0.29278075743436466,224.88866270467975,c_win
D+ vs. V-,Policy Rank,Absolute,-0.1,DIM,0.2639405712303667,0.02081287964083661,0.22260274016662712,0.3037912811599167,0.2648149710190971,0.26399110875176685,1,0,0,1000,0.26394057123036524,0.02083053271091309,12.670850759956181,5.759361929245113e-31,0.22298393972220837,0.3048972027385221,382.6663062020386,c_win
D+ vs. V-,Policy Rank,Absolute,0.1,DIM,0.15178935446023634,0.02031175459185984,0.10978744127254035,0.19015116425860928,0.15112474507400842,0.15086954679338987,1,0,0,1000,0.15178935446023675,0.020192754733837578,7.517020657210231,3.822346242178529e-13,0.11209015266078703,0.19148855625968647,393.4167194370791,c_win
D+ vs. V-,Policy Rank,Absolute,0.3,DIM,0.1251930084960331,0.02708642425346104,0.06960926314260765,0.17760466600044145,0.12601134429033323,0.1256152537700969,1,0,0,1000,0.12519300849603338,0.027210934022550842,4.60083466419347,7.70351218658733e-6,0.07151641344280743,0.17886960354925932,188.7595995226176,c_win
D+ vs. V-,Policy Rank,Absolute,0.5,DIM,0.0953317410374731,0.029753477690777942,0.029564105577669156,0.15054285178928561,0.0942443826806269,0.09298037240570992,0.998,0.002,0,1000,0.09533174103747274,0.03094663972407122,3.08051994941864,0.002434771721665555,0.03421316518193341,0.1564503168930121,159.31285669025925,c_win
D+ vs. V-,Policy Rank,Absolute,0.7,DIM,0.15378406194992789,0.038220624128213435,0.0747527925307743,0.22530193150034097,0.15329771630119615,0.15240515282855435,1,0,0,1000,0.15378406194992772,0.03822003691010145,4.023650273066142,1.2134954301824283e-4,0.07782425331980067,0.22974387058005477,87.54382515037273,c_win
D+ vs. V-,Policy Rank,Absolute,0.9,DIM,0.1199196476095078,0.0658005144148389,-0.0222715366036367,0.2385569941981305,0.12596961110474753,0.12199934070951793,0.957,0.043,0,1000,0.11991964760950775,0.06500031143687524,1.8449088159518618,0.07406557117693743,-0.012337646927616727,0.2521769421466322,32.91374722711361,c_win
D+ vs. V-,Policy Rank,Squared,-0.9,DIM,0.13837959791579324,0.08739730350414977,-0.019515594048129963,0.31179416940941407,0.13188173903260383,0.13571776667120472,0.948,0.052,0,1000,0.13837959791579316,0.0896065947164563,1.5443014920237748,0.13277745537486976,-0.044457893587468045,0.32121708941905436,30.654027717018128,c_win
D+ vs. V-,Policy Rank,Squared,-0.7,DIM,0.23751347785181587,0.048017412270273466,0.14428634264737464,0.33297055653345414,0.23907836784449069,0.23851991126357214,1,0,0,1000,0.2375134778518157,0.04789215468988136,4.959339987724492,2.6490667344431977e-6,0.14258179867750226,0.33244515702612915,107.88763505197045,c_win
D+ vs. V-,Policy Rank,Squared,-0.5,DIM,0.1987435798349539,0.033401688604449656,0.1314228386261491,0.26340681023468543,0.19837343137833996,0.19865286777619426,1,0,0,1000,0.19874357983495344,0.032461711582197544,6.122399902781072,4.72524053728049e-9,0.13473619918092922,0.26275096048897767,201.94142588450117,c_win
D+ vs. V-,Policy Rank,Squared,-0.3,DIM,0.2471237811082494,0.027605677165328666,0.1941969214219644,0.3008642592013558,0.24714518752364176,0.24708238532011048,1,0,0,1000,0.24712378110824373,0.026859902711801272,9.200471936172221,7.899294741288384e-18,0.19425449757831756,0.2999930646381699,284.58356547937166,c_win
D+ vs. V-,Policy Rank,Squared,-0.1,DIM,0.28675709806253213,0.023390403764992088,0.24076789450322525,0.3311961203425891,0.28749915254664504,0.2865722779177691,1,0,0,1000,0.2867570980625345,0.023421699374750356,12.243223408958597,2.3081314161067216e-28,0.24067079127367152,0.3328434048513975,308.81109998714317,c_win
D+ vs. V-,Policy Rank,Squared,0.1,DIM,0.1505988551461771,0.02272221734121714,0.10595814202400178,0.1939035825240272,0.1511807254796661,0.1501195782068781,1,0,0,1000,0.15059885514617616,0.02303319463046248,6.53833988564496,2.565090394007188e-10,0.10527743132784624,0.1959202789645061,309.5605026387328,c_win
D+ vs. V-,Policy Rank,Squared,0.3,DIM,0.12553198973809576,0.02451747901318868,0.07645444787934343,0.17381260012955455,0.12647239241662306,0.12583106013574857,1,0,0,1000,0.1255319897380964,0.024128682644585016,5.202604368716682,3.895821857424672e-7,0.07802733659654335,0.17303664287964945,269.53668886508785,c_win
D+ vs. V-,Policy Rank,Squared,0.5,DIM,0.1268295938025038,0.026473447772479574,0.072905602506888,0.1765358164719761,0.12679577666890235,0.12567593092697804,1,0,0,1000,0.12682959380250364,0.026582474579943182,4.771173331552744,3.84555015774702e-6,0.07436614857343984,0.17929303903156743,175.0277293285788,c_win
D+ vs. V-,Policy Rank,Squared,0.7,DIM,0.08917170210239533,0.03924248720775757,0.014023047420453044,0.16128025443902685,0.08794333163829415,0.08749877575651423,0.988,0.012,0,1000,0.0891717021023952,0.03832688508467252,2.3266096867876245,0.02183300589628685,0.013209821088508822,0.16513358311628157,109.09714955348387,c_win
D+ vs. V-,Policy Rank,Squared,0.9,DIM,0.11176408532185167,0.06890669510098377,-0.03552650646151735,0.2302065475510492,0.11679805806175325,0.11185726080130011,0.935,0.065,0,1000,0.11176408532185156,0.06783176066002139,1.6476659935457485,0.11076655097455657,-0.02727694165452521,0.25080511229822833,27.58617836401255,c_win
D+ vs. V-,Policy Rating,Absolute,-0.9,DIM,0.11194982459495614,0.08563790905701556,-0.048623269334433186,0.2834082026082496,0.10776995976425116,0.11046128782772822,0.899,0.101,0,1000,0.11194982459495606,0.08501782266220682,1.3167806595066023,0.1985389375402763,-0.0621645038343574,0.2860641530242695,28.131929225878157,c_win
D+ vs. V-,Policy Rating,Absolute,-0.7,DIM,0.22835463143283835,0.08340705142195028,0.0764408494122183,0.3922939497465026,0.22468337739904137,0.22581957890880544,0.999,0.001,0,1000,0.22835463143283816,0.08539960654368511,2.6739541395430924,0.012057349879964818,0.053879931457040925,0.4028293314086354,29.734061294907338,c_win
D+ vs. V-,Policy Rating,Absolute,-0.5,DIM,0.21853129302058444,0.0382539901872471,0.1445158414993906,0.29060512504199465,0.21914647866492554,0.218346138882034,1,0,0,1000,0.21853129302058574,0.03732675680268662,5.854548097381361,3.201088677914392e-8,0.14474016968695488,0.29232241635421663,141.29146728671054,c_win
D+ vs. V-,Policy Rating,Absolute,-0.3,DIM,0.26724776311371595,0.029459415444963822,0.20931991439894118,0.32592467107477713,0.26931337588143356,0.2686168383436056,1,0,0,1000,0.26724776311371573,0.030505428123065406,8.760662595377493,4.139063480569037e-16,0.20714484916899178,0.3273506770584397,232.11771811613875,c_win
D+ vs. V-,Policy Rating,Absolute,-0.1,DIM,0.24204937388581427,0.019863826325938524,0.20293253824325908,0.2804973295857859,0.24084490631237465,0.24125887389786768,1,0,0,1000,0.24204937388581646,0.019901798509054335,12.162185933884114,4.996841715330667e-29,0.20291969722380518,0.28117905054782777,385.4413337756708,c_win
D+ vs. V-,Policy Rating,Absolute,0.1,DIM,0.15270695359103947,0.019192331243800615,0.11582233924019955,0.18895460666812944,0.15169261884994895,0.1521756744280368,1,0,0,1000,0.152706953591041,0.019370504613270865,7.883478341933355,3.060023994398837e-14,0.11462616729268621,0.1907877398893958,399.7503093685557,c_win
D+ vs. V-,Policy Rating,Absolute,0.3,DIM,0.13062841120086977,0.023810088673342736,0.08533077372425509,0.17505713864033906,0.13062920728659894,0.13047900646379587,1,0,0,1000,0.13062841120087088,0.023837352171926732,5.47998830821118,1.222624896009049e-7,0.08363473325465622,0.17762208914708555,208.0789136605326,c_win
D+ vs. V-,Policy Rating,Absolute,0.5,DIM,0.09479634250134528,0.027454411231644497,0.03983711464342554,0.14709217925295204,0.09553102565097193,0.09499262902753194,0.999,0.001,0,1000,0.09479634250134572,0.026705185902134356,3.5497353528540434,5.31328369097838e-4,0.04198153775369212,0.14761114724899932,134.95342856659178,c_win
D+ vs. V-,Policy Rating,Absolute,0.7,DIM,0.06133856825357131,0.0514552944868489,-0.046375505806647246,0.15592944194871466,0.0624023549685343,0.060349663347304155,0.876,0.124,0,1000,0.06133856825357139,0.05221016174839849,1.1748396518892783,0.24734513467583447,-0.04434423845064448,0.16702137495778727,38.122366476636984,c_win
D+ vs. V-,Policy Rating,Absolute,0.9,DIM,0.06694541361659945,0.046769209200093975,-0.029612219516447734,0.14733958465474806,0.06871039551836572,0.06537151441308602,0.91,0.09,0,1000,0.06694541361659935,0.04422044912332792,1.5139017116242532,0.1535566544446023,-0.02841312976235967,0.16230395699555838,13.237484068424319,c_win
D+ vs. V-,Policy Rating,Squared,-0.9,DIM,0.07777788080886078,0.08219675847983626,-0.07402716633242505,0.2491522946269379,0.07628117619896202,0.07746952788664427,0.819,0.181,0,1000,0.07777788080886078,0.08121743143180932,0.9576500935536676,0.34633395746449,-0.08849475121989184,0.2440505128376134,28.354800126471094,c_win
D+ vs. V-,Policy Rating,Squared,-0.7,DIM,0.14499816466219512,0.08335012535317111,-0.017473637913566938,0.30929937380369865,0.13847416896177053,0.1424325795722516,0.959,0.041,0,1000,0.14499816466219498,0.08504994932501837,1.7048589189404981,0.09835881774304323,-0.02855695141354031,0.31855328073793027,30.58862189071384,c_win
D+ vs. V-,Policy Rating,Squared,-0.5,DIM,0.2323166393174129,0.0364326593276725,0.1578179753903971,0.3020700936150284,0.232140315299384,0.23150021797549492,1,0,0,1000,0.23231663931741198,0.03531329613397865,6.578729961542039,9.026782076512954e-10,0.16249319875968032,0.30214007987514363,138.37303226678898,c_win
D+ vs. V-,Policy Rating,Squared,-0.3,DIM,0.2819340749861007,0.03329236635089742,0.21917343655581784,0.344436029306083,0.28414352717690816,0.2831939303404326,1,0,0,1000,0.28193407498609985,0.033106492828846326,8.515975293536536,2.952163025100242e-15,0.21667691017558113,0.3471912397966186,213.66371078566206,c_win
D+ vs. V-,Policy Rating,Squared,-0.1,DIM,0.24458701641501118,0.01876287542949536,0.20758993058094896,0.2791261894382277,0.24447392495264159,0.24418988246448484,1,0,0,1000,0.2445870164150132,0.019316513984199864,12.66206814620255,3.124405591374949e-31,0.20661496230127518,0.28255907052875123,408.93973933599096,c_win
D+ vs. V-,Policy Rating,Squared,0.1,DIM,0.14969726503297354,0.018722440451053313,0.11341270843643501,0.18757903128804296,0.14922756347017524,0.14913845110372323,1,0,0,1000,0.14969726503297098,0.018861846996404034,7.936511470033152,1.983160400132864e-14,0.11261994328100289,0.18677458678493908,412.5239846624057,c_win
D+ vs. V-,Policy Rating,Squared,0.3,DIM,0.12029658329983028,0.026259118980558358,0.0670278149640058,0.17256134508679324,0.12030021336280788,0.12038582655045293,1,0,0,1000,0.12029658329983035,0.026944137441362963,4.464666332764415,1.367482369947649e-5,0.06715131494620633,0.17344185165345438,191.5758913173622,c_win
D+ vs. V-,Policy Rating,Squared,0.5,DIM,0.10130752375546948,0.026541997275702642,0.047733083616296024,0.15257494824561796,0.10243594434857434,0.10127566603902993,0.999,0.001,0,1000,0.1013075237554697,0.025530476604930977,3.968101548715431,1.1642879148773784e-4,0.050822027462819296,0.1517930200481201,136.77652395307035,c_win
D+ vs. V-,Policy Rating,Squared,0.7,DIM,0.05496232447505767,0.055671368889081314,-0.0622277730799643,0.1549266814875894,0.05975484511057483,0.05551627380027657,0.84,0.16,0,1000,0.05496232447505739,0.055617960541416434,0.9882117923782765,0.3303595571083776,-0.0582655222851325,0.16819017123524727,32.4548107219194,c_win
D+ vs. V-,Policy Rating,Squared,0.9,DIM,0.07391681473259015,0.05336549990606643,-0.03564883462741035,0.1654839417353284,0.07374111797243654,0.07051940168929814,0.896,0.104,0,1000,0.07391681473259015,0.05086716682327406,1.4531341010085472,0.16613932847180868,-0.03420355759352532,0.18203718705870564,15.494211295731992,c_win
D+ vs. V-,Spatial Distance,Absolute,-0.9,DIM,0.3848124838853365,0.18109261136040186,-0.021526318605928844,0.6843725083538497,0.37630459104242164,0.3662182502392798,0.969,0.031,0,1000,0.3848124838853366,0.18960163204942942,2.029584237887865,0.09084918769312718,-0.08425120103804451,0.8538761688087178,5.740801868816838,c_win
D+ vs. V-,Spatial Distance,Absolute,-0.7,DIM,0.14538719995099258,0.07843235470665327,-0.0014485530815766955,0.30685129167548436,0.14171200010352408,0.14463910371294234,0.973,0.027,0,1000,0.1453871999509927,0.07715787629394238,1.8842820322985867,0.0682668402956054,-0.011528150322325209,0.30230255022431063,33.35547533563686,c_win
D+ vs. V-,Spatial Distance,Absolute,-0.5,DIM,0.2829786564734164,0.047591907232871114,0.19043116349887668,0.36951597543742426,0.28157117872548376,0.28081573206537014,1,0,0,1000,0.282978656473417,0.047029017130820694,6.017107601595305,1.7903183474363187e-8,0.18991141526440594,0.37604589768242813,126.25201126882774,c_win
D+ vs. V-,Spatial Distance,Absolute,-0.3,DIM,0.2834232825945194,0.03210553153974268,0.22255024332227782,0.34563139339719473,0.2841261178799595,0.28441731029137196,1,0,0,1000,0.28342328259451943,0.032364410749820854,8.757251438482879,7.027991993393775e-16,0.2196187621591424,0.3472278030298965,207.88898749859837,c_win
D+ vs. V-,Spatial Distance,Absolute,-0.1,DIM,0.19506469734384585,0.01875348229336785,0.16049683458796601,0.23257823689900123,0.19466550380721998,0.19513132948821899,1,0,0,1000,0.1950646973438467,0.018652431029875575,10.457869916870989,3.4096122292985636e-23,0.15841399428499878,0.23171540040269464,478.9843269839226,c_win
D+ vs. V-,Spatial Distance,Absolute,0.1,DIM,0.18021348873942633,0.018209562591550585,0.1444345107521484,0.2132178343911814,0.1800222514242425,0.18005164401199542,1,0,0,1000,0.18021348873942558,0.01817734348319616,9.914181844339462,4.26228732522181e-21,0.14449098297184773,0.21593599450700343,452.4064683616285,c_win
D+ vs. V-,Spatial Distance,Absolute,0.3,DIM,0.13133059660311552,0.02773048901878081,0.07377674457567686,0.18430880816618134,0.13119473521859454,0.13160586313557435,1,0,0,1000,0.13133059660311636,0.02784950931161643,4.715723897811603,4.4711504659659876e-6,0.07641939581561971,0.186241797390613,203.12438419659497,c_win
D+ vs. V-,Spatial Distance,Absolute,0.5,DIM,0.04810344426789348,0.04385657689105571,-0.043490999965970834,0.132463940065408,0.04816833182784347,0.046849317422536056,0.856,0.144,0,1000,0.0481034442678934,0.04335689734028527,1.1094761668565671,0.2702271811633381,-0.03805116361100182,0.1342580521467886,88.59874002612814,c_win
D+ vs. V-,Spatial Distance,Absolute,0.7,DIM,0.05842829052176157,0.055579421698228965,-0.05419557289947035,0.16764135263277968,0.05879506800726325,0.057991961521743046,0.858,0.142,0,1000,0.058428290521761586,0.059976354084280335,0.9741887684545918,0.33402475098871065,-0.06163777074415329,0.17849435178767648,57.76624054756629,c_win
D+ vs. V-,Spatial Distance,Absolute,0.9,DIM,0.10286083474766106,0.12936390603091655,-0.1892790456087406,0.3127291985627498,0.11200926523001092,0.09632443769993441,0.793,0.207,0,1000,0.10286083474766126,0.12076968630401744,0.8517107056875709,0.4338141778966943,-0.20898815373728352,0.4147098232326061,4.926379387451773,c_win
D+ vs. V-,Spatial Distance,Squared,-0.9,DIM,0.3614738356076253,0.2865440597897384,-0.14173577411503518,0.776558199204027,0.33248509240737834,0.278115005330215,0.6452905811623246,0.30060120240480964,2,1000,0.3614738356076252,0.4097391182364617,0.8822048457648546,0.4667837948142901,-1.3214685838891427,2.044416255104393,2.1027342641751576,c_win
D+ vs. V-,Spatial Distance,Squared,-0.7,DIM,0.3130201729410762,0.09159843065900954,0.11901788765117953,0.4800510666624075,0.3162409454377111,0.3131952287524362,0.999,0.001,0,1000,0.3130201729410762,0.08808267348795401,3.553708811800361,0.0016778148267131336,0.1308780371697798,0.4951623087123726,23.162609981478223,c_win
D+ vs. V-,Spatial Distance,Squared,-0.5,DIM,0.20908407151537794,0.04435895212851361,0.1251853219125702,0.2917725263681436,0.21154934829335087,0.21069127476590274,1,0,0,1000,0.209084071515378,0.04341812056273548,4.815594705746633,4.1491021241104746e-6,0.1231569310945926,0.2950112119361634,125.40447790380294,c_win
