"STORE","WEEK","UPC","MOVE","PRICE","SALE","DESCRIP","SIZE","NITEM","set_size","total_move","share","occasion"
2,235,3000001040,8,3.43,"","QUAKER OLD FASHIONED","42 OZ","2500751",37,600.0,0.013333333333333,"2_235"
2,235,3000001180,225,1.01,"B","QUICK QUAKER OATS","18 OZ","2500701",37,600.0,0.375,"2_235"
2,235,3000001190,13,3.15,"B","QUAKER INST OATML MP","15 OZ","2522401",37,600.0,0.021666666666667,"2_235"
2,235,3000001200,5,3.43,"","QUICK QUAKER OATS","42 OZ","2500801",37,600.0,0.008333333333333,"2_235"
2,235,3000001210,16,3.15,"B","QUAKER INSTANT OATME","12 OZ","2500901",37,600.0,0.026666666666667,"2_235"
2,235,3000001240,3,3.15,"B","QUAKER INST OATML RS","13 OZ","2522111",37,600.0,0.005,"2_235"
2,235,3000001340,2,3.15,"B","QUAKER OATMEAL CINNA","12.5 O","2522201",37,600.0,0.003333333333333,"2_235"
2,235,3000001380,7,3.15,"B","QUAKER INST OATML AP","12.5 O","2522151",37,600.0,0.011666666666667,"2_235"
2,235,3000001460,8,3.15,"B","QUAKER OAT VARIETY","13.3 O","2522051",37,600.0,0.013333333333333,"2_235"
2,235,3000001570,2,3.89,"","~QUAKER MAPLE OATMEA","22.5 O","2522521",37,600.0,0.003333333333333,"2_235"
2,235,3000001800,6,3.15,"B","QUAKER INST OATML PE","12.5 O","2522281",37,600.0,0.01,"2_235"
2,235,3000001820,1,3.15,"B","QUAKER INSTANT STRAW","12.5 O","2522251",37,600.0,0.001666666666667,"2_235"
2,235,3000001880,7,3.15,"B","QUAKER FRUIT & CREAM","12.5 O","2522321",37,600.0,0.011666666666667,"2_235"
2,235,3000002190,8,2.65,"","KRETSCHMER WHEAT GER","12 OZ","2519701",37,600.0,0.013333333333333,"2_235"
2,235,3000002350,4,2.49,"","KRETCHMER HONEY WHT","10 OZ","2519760",37,600.0,0.006666666666667,"2_235"
2,235,3000002390,9,1.05,"B","~QUAKER MULTIGRAIN","18 OZ","2500631",37,600.0,0.015,"2_235"
2,235,3000002620,4,3.15,"B","$QUAKER KIDS CHOICE","14.3 O","2522081",37,600.0,0.006666666666667,"2_235"
2,235,3000002720,3,2.39,"","KRETCHMER TOASTED WH","12 OZ","2519740",37,600.0,0.005,"2_235"
2,235,3000004170,15,0.99,"B","QUAKER Q/W HOMINY GR","24 OZ","2501201",37,600.0,0.025,"2_235"
2,235,3000004760,2,1.99,"","QUAKER INSTANT GRITS","12 OZ","2501251",37,600.0,0.003333333333333,"2_235"
2,235,3000007060,8,2.35,"","QUAKER HOT OAT BRAN","16 OZ","2522001",37,600.0,0.013333333333333,"2_235"
2,235,3828125073,5,1.19,"","DOM QUICK OATS","18 OZ","2501031",37,600.0,0.008333333333333,"2_235"
2,235,3828125077,3,2.39,"","DOM QUICK OATS","42 OZ","2501051",37,600.0,0.005,"2_235"
2,235,3828125081,2,1.99,"","DOM INSTANT OATMEAL","12 OZ","2501001",37,600.0,0.003333333333333,"2_235"
2,235,3828125085,8,1.99,"","DOM INSTANT OATMEAL","15 OZ","2500951",37,600.0,0.013333333333333,"2_235"
2,235,3828125098,9,1.99,"","DOM INSTANT OATMEAL","13 OZ","2500931",37,600.0,0.015,"2_235"
2,235,4240000105,7,2.59,"","QUICK MALT O MEAL","28 OZ","2518501",37,600.0,0.011666666666667,"2_235"
2,236,1313000602,5,3.02,"","NABISCO CREAM OF WHT","28 OZ","2516650",36,260.0,0.019230769230769,"2_236"
2,236,1313000612,10,3.25,"","CREAM OF WHEAT QUICK","28 OZ","2516701",36,260.0,0.038461538461538,"2_236"
2,236,1313000622,8,3.25,"","CREAM OF WHEAT INSTA","28 OZ","2516601",36,260.0,0.030769230769231,"2_236"
2,236,1313000698,3,1.66,"","NABISCO CREAM OF RIC","14 OZ","2516900",36,260.0,0.011538461538462,"2_236"
2,236,1313006025,8,3.15,"","MIX N EAT CREAM OF W","12 OZ","2516401",36,260.0,0.030769230769231,"2_236"
2,236,1313006035,11,3.15,"","~MIX N EAT BROWN SUG","12.5 O","2516441",36,260.0,0.042307692307692,"2_236"
2,236,1313006057,6,3.15,"","INST CRM OF WHT-VARI","12.5 O","2516621",36,260.0,0.023076923076923,"2_236"
2,236,1800063070,7,2.15,"B","PILS FARINA","27.5 O","2517601",36,260.0,0.026923076923077,"2_236"
2,236,3000001020,7,1.91,"B","QUAKER OATS REGULAR","18 OZ","2500501",36,260.0,0.026923076923077,"2_236"
2,236,3000001040,13,3.43,"","QUAKER OLD FASHIONED","42 OZ","2500751",36,260.0,0.05,"2_236"
2,236,3000001180,16,1.93,"B","QUICK QUAKER OATS","18 OZ","2500701",36,260.0,0.061538461538462,"2_236"
2,236,3000001190,13,3.15,"","QUAKER INST OATML MP","15 OZ","2522401",36,260.0,0.05,"2_236"
2,236,3000001200,7,3.43,"","QUICK QUAKER OATS","42 OZ","2500801",36,260.0,0.026923076923077,"2_236"
2,236,3000001210,26,3.15,"","QUAKER INSTANT OATME","12 OZ","2500901",36,260.0,0.1,"2_236"
2,236,3000001240,3,3.15,"","QUAKER INST OATML RS","13 OZ","2522111",36,260.0,0.011538461538462,"2_236"
2,236,3000001340,4,3.15,"","QUAKER OATMEAL CINNA","12.5 O","2522201",36,260.0,0.015384615384615,"2_236"
2,236,3000001380,10,3.15,"","QUAKER INST OATML AP","12.5 O","2522151",36,260.0,0.038461538461538,"2_236"
2,236,3000001460,10,3.15,"","QUAKER OAT VARIETY","13.3 O","2522051",36,260.0,0.038461538461538,"2_236"
2,236,3000001570,1,3.89,"","~QUAKER MAPLE OATMEA","22.5 O","2522521",36,260.0,0.003846153846154,"2_236"
2,236,3000001760,1,3.89,"","QUAKER VRTY INST OAT","20.75O","2522541",36,260.0,0.003846153846154,"2_236"
2,236,3000001800,5,3.15,"","QUAKER INST OATML PE","12.5 O","2522281",36,260.0,0.019230769230769,"2_236"
2,236,3000001820,5,3.15,"","QUAKER INSTANT STRAW","12.5 O","2522251",36,260.0,0.019230769230769,"2_236"
2,236,3000001880,2,3.15,"","QUAKER FRUIT & CREAM","12.5 O","2522321",36,260.0,0.007692307692308,"2_236"
2,236,3000002190,8,2.65,"","KRETSCHMER WHEAT GER","12 OZ","2519701",36,260.0,0.030769230769231,"2_236"
2,236,3000002350,4,2.79,"","KRETCHMER HONEY WHT","10 OZ","2519760",36,260.0,0.015384615384615,"2_236"
2,236,3000002390,3,1.92,"B","~QUAKER MULTIGRAIN","18 OZ","2500631",36,260.0,0.011538461538462,"2_236"
2,236,3000002720,2,2.79,"","KRETCHMER TOASTED WH","12 OZ","2519740",36,260.0,0.007692307692308,"2_236"
2,236,3000004170,17,0.99,"B","QUAKER Q/W HOMINY GR","24 OZ","2501201",36,260.0,0.065384615384615,"2_236"
2,236,3000004760,7,1.99,"","QUAKER INSTANT GRITS","12 OZ","2501251",36,260.0,0.026923076923077,"2_236"
2,236,3000007060,7,2.35,"","QUAKER HOT OAT BRAN","16 OZ","2522001",36,260.0,0.026923076923077,"2_236"
2,236,3828125073,8,1.19,"","DOM QUICK OATS","18 OZ","2501031",36,260.0,0.030769230769231,"2_236"
2,236,3828125077,4,2.39,"","DOM QUICK OATS","42 OZ","2501051",36,260.0,0.015384615384615,"2_236"
2,236,3828125081,4,1.99,"","DOM INSTANT OATMEAL","12 OZ","2501001",36,260.0,0.015384615384615,"2_236"
2,236,3828125085,4,1.99,"","DOM INSTANT OATMEAL","15 OZ","2500951",36,260.0,0.015384615384615,"2_236"
2,236,3828125098,9,1.99,"","DOM INSTANT OATMEAL","13 OZ","2500931",36,260.0,0.034615384615385,"2_236"
2,236,4240000105,2,2.59,"","QUICK MALT O MEAL","28 OZ","2518501",36,260.0,0.007692307692308,"2_236"
2,237,1313000602,5,3.02,"","NABISCO CREAM OF WHT","28 OZ","2516650",34,227.0,0.022026431718062,"2_237"
2,237,1313000612,7,3.25,"","CREAM OF WHEAT QUICK","28 OZ","2516701",34,227.0,0.030837004405286,"2_237"
2,237,1313000622,2,3.25,"","CREAM OF WHEAT INSTA","28 OZ","2516601",34,227.0,0.008810572687225,"2_237"
2,237,1313000698,3,1.66,"","NABISCO CREAM OF RIC","14 OZ","2516900",34,227.0,0.013215859030837,"2_237"
2,237,1313006025,3,3.15,"","MIX N EAT CREAM OF W","12 OZ","2516401",34,227.0,0.013215859030837,"2_237"
2,237,1313006035,7,3.15,"","~MIX N EAT BROWN SUG","12.5 O","2516441",34,227.0,0.030837004405286,"2_237"
2,237,1313006057,1,3.15,"","INST CRM OF WHT-VARI","12.5 O","2516621",34,227.0,0.004405286343612,"2_237"
2,237,1800063070,6,2.15,"B","PILS FARINA","27.5 O","2517601",34,227.0,0.026431718061674,"2_237"
2,237,3000001020,24,1.99,"","QUAKER OATS REGULAR","18 OZ","2500501",34,227.0,0.105726872246696,"2_237"
2,237,3000001040,10,3.43,"","QUAKER OLD FASHIONED","42 OZ","2500751",34,227.0,0.044052863436123,"2_237"
2,237,3000001180,25,1.99,"","QUICK QUAKER OATS","18 OZ","2500701",34,227.0,0.110132158590308,"2_237"
2,237,3000001190,11,3.15,"","QUAKER INST OATML MP","15 OZ","2522401",34,227.0,0.048458149779736,"2_237"
2,237,3000001200,6,3.43,"","QUICK QUAKER OATS","42 OZ","2500801",34,227.0,0.026431718061674,"2_237"
2,237,3000001210,6,3.15,"","QUAKER INSTANT OATME","12 OZ","2500901",34,227.0,0.026431718061674,"2_237"
2,237,3000001240,11,3.15,"","QUAKER INST OATML RS","13 OZ","2522111",34,227.0,0.048458149779736,"2_237"
2,237,3000001340,5,3.15,"","QUAKER OATMEAL CINNA","12.5 O","2522201",34,227.0,0.022026431718062,"2_237"
2,237,3000001380,7,3.15,"","QUAKER INST OATML AP","12.5 O","2522151",34,227.0,0.030837004405286,"2_237"
2,237,3000001460,4,3.15,"","QUAKER OAT VARIETY","13.3 O","2522051",34,227.0,0.017621145374449,"2_237"
2,237,3000001760,2,3.89,"","QUAKER VRTY INST OAT","20.75O","2522541",34,227.0,0.008810572687225,"2_237"
2,237,3000001800,2,3.15,"","QUAKER INST OATML PE","12.5 O","2522281",34,227.0,0.008810572687225,"2_237"
2,237,3000001880,3,3.15,"","QUAKER FRUIT & CREAM","12.5 O","2522321",34,227.0,0.013215859030837,"2_237"
2,237,3000002190,7,2.69,"","KRETSCHMER WHEAT GER","12 OZ","2519701",34,227.0,0.030837004405286,"2_237"
2,237,3000002350,7,2.79,"","KRETCHMER HONEY WHT","10 OZ","2519760",34,227.0,0.030837004405286,"2_237"
2,237,3000002390,3,1.99,"","~QUAKER MULTIGRAIN","18 OZ","2500631",34,227.0,0.013215859030837,"2_237"
2,237,3000002620,3,3.15,"","$QUAKER KIDS CHOICE","14.3 O","2522081",34,227.0,0.013215859030837,"2_237"
2,237,3000002720,1,2.79,"","KRETCHMER TOASTED WH","12 OZ","2519740",34,227.0,0.004405286343612,"2_237"
2,237,3000004170,11,1.25,"","QUAKER Q/W HOMINY GR","24 OZ","2501201",34,227.0,0.048458149779736,"2_237"
2,237,3000004760,3,1.99,"","QUAKER INSTANT GRITS","12 OZ","2501251",34,227.0,0.013215859030837,"2_237"
2,237,3000007060,10,2.35,"","QUAKER HOT OAT BRAN","16 OZ","2522001",34,227.0,0.044052863436123,"2_237"
2,237,3828125073,10,1.24,"","DOM QUICK OATS","18 OZ","2501031",34,227.0,0.044052863436123,"2_237"
2,237,3828125077,3,2.42,"","DOM QUICK OATS","42 OZ","2501051",34,227.0,0.013215859030837,"2_237"
2,237,3828125081,4,1.99,"","DOM INSTANT OATMEAL","12 OZ","2501001",34,227.0,0.017621145374449,"2_237"
2,237,3828125098,11,1.99,"","DOM INSTANT OATMEAL","13 OZ","2500931",34,227.0,0.048458149779736,"2_237"
2,237,4240000105,4,2.59,"","QUICK MALT O MEAL","28 OZ","2518501",34,227.0,0.017621145374449,"2_237"
2,238,1313000602,3,3.02,"","NABISCO CREAM OF WHT","28 OZ","2516650",37,223.0,0.013452914798206,"2_238"
2,238,1313000612,5,3.25,"","CREAM OF WHEAT QUICK","28 OZ","2516701",37,223.0,0.022421524663677,"2_238"
2,238,1313000622,2,3.25,"","CREAM OF WHEAT INSTA","28 OZ","2516601",37,223.0,0.008968609865471,"2_238"
2,238,1313000698,4,1.66,"","NABISCO CREAM OF RIC","14 OZ","2516900",37,223.0,0.017937219730942,"2_238"
2,238,1313006025,3,3.15,"","MIX N EAT CREAM OF W","12 OZ","2516401",37,223.0,0.013452914798206,"2_238"
2,238,1313006035,8,3.15,"","~MIX N EAT BROWN SUG","12.5 O","2516441",37,223.0,0.035874439461883,"2_238"
2,238,1313006057,3,3.15,"","INST CRM OF WHT-VARI","12.5 O","2516621",37,223.0,0.013452914798206,"2_238"
2,238,1800063061,1,2.15,"B","~PILLS FARINA APPLES","28 OZ","2517631",37,223.0,0.004484304932735,"2_238"
2,238,1800063070,3,2.15,"B","PILS FARINA","27.5 O","2517601",37,223.0,0.013452914798206,"2_238"
2,238,3000001020,12,1.99,"","QUAKER OATS REGULAR","18 OZ","2500501",37,223.0,0.053811659192825,"2_238"
2,238,3000001040,13,3.43,"","QUAKER OLD FASHIONED","42 OZ","2500751",37,223.0,0.058295964125561,"2_238"
2,238,3000001180,19,1.99,"","QUICK QUAKER OATS","18 OZ","2500701",37,223.0,0.085201793721973,"2_238"
2,238,3000001190,12,3.15,"","QUAKER INST OATML MP","15 OZ","2522401",37,223.0,0.053811659192825,"2_238"
2,238,3000001200,7,3.43,"","QUICK QUAKER OATS","42 OZ","2500801",37,223.0,0.031390134529148,"2_238"
2,238,3000001210,14,3.15,"","QUAKER INSTANT OATME","12 OZ","2500901",37,223.0,0.062780269058296,"2_238"
2,238,3000001240,5,3.15,"","QUAKER INST OATML RS","13 OZ","2522111",37,223.0,0.022421524663677,"2_238"
2,238,3000001340,1,3.15,"","QUAKER OATMEAL CINNA","12.5 O","2522201",37,223.0,0.004484304932735,"2_238"
2,238,3000001380,11,3.15,"","QUAKER INST OATML AP","12.5 O","2522151",37,223.0,0.04932735426009,"2_238"
2,238,3000001460,4,3.15,"","QUAKER OAT VARIETY","13.3 O","2522051",37,223.0,0.017937219730942,"2_238"
2,238,3000001760,1,3.89,"","QUAKER VRTY INST OAT","20.75O","2522541",37,223.0,0.004484304932735,"2_238"
2,238,3000001800,4,3.15,"","QUAKER INST OATML PE","12.5 O","2522281",37,223.0,0.017937219730942,"2_238"
2,238,3000001820,2,3.15,"","QUAKER INSTANT STRAW","12.5 O","2522251",37,223.0,0.008968609865471,"2_238"
2,238,3000001880,2,3.15,"","QUAKER FRUIT & CREAM","12.5 O","2522321",37,223.0,0.008968609865471,"2_238"
2,238,3000002190,6,2.75,"","KRETSCHMER WHEAT GER","12 OZ","2519701",37,223.0,0.026905829596413,"2_238"
2,238,3000002350,4,2.79,"","KRETCHMER HONEY WHT","10 OZ","2519760",37,223.0,0.017937219730942,"2_238"
2,238,3000002390,7,1.99,"","~QUAKER MULTIGRAIN","18 OZ","2500631",37,223.0,0.031390134529148,"2_238"
2,238,3000002620,2,3.15,"","$QUAKER KIDS CHOICE","14.3 O","2522081",37,223.0,0.008968609865471,"2_238"
2,238,3000002720,1,2.79,"","KRETCHMER TOASTED WH","12 OZ","2519740",37,223.0,0.004484304932735,"2_238"
2,238,3000004170,10,1.25,"","QUAKER Q/W HOMINY GR","24 OZ","2501201",37,223.0,0.044843049327354,"2_238"
2,238,3000004760,6,1.99,"","QUAKER INSTANT GRITS","12 OZ","2501251",37,223.0,0.026905829596413,"2_238"
2,238,3000007060,7,2.35,"","QUAKER HOT OAT BRAN","16 OZ","2522001",37,223.0,0.031390134529148,"2_238"
2,238,3828125073,13,1.29,"","DOM QUICK OATS","18 OZ","2501031",37,223.0,0.058295964125561,"2_238"
2,238,3828125077,7,2.49,"","DOM QUICK OATS","42 OZ","2501051",37,223.0,0.031390134529148,"2_238"
2,238,3828125081,4,1.99,"","DOM INSTANT OATMEAL","12 OZ","2501001",37,223.0,0.017937219730942,"2_238"
2,238,3828125085,4,1.99,"","DOM INSTANT OATMEAL","15 OZ","2500951",37,223.0,0.017937219730942,"2_238"
2,238,3828125098,9,1.99,"","DOM INSTANT OATMEAL","13 OZ","2500931",37,223.0,0.040358744394619,"2_238"
2,238,4240000105,4,2.59,"","QUICK MALT O MEAL","28 OZ","2518501",37,223.0,0.017937219730942,"2_238"
2,239,1313000602,3,3.02,"","NABISCO CREAM OF WHT","28 OZ","2516650",36,243.0,0.012345679012346,"2_239"
2,239,1313000612,9,3.25,"","CREAM OF WHEAT QUICK","28 OZ","2516701",36,243.0,0.037037037037037,"2_239"
2,239,1313000622,3,3.25,"","CREAM OF WHEAT INSTA","28 OZ","2516601",36,243.0,0.012345679012346,"2_239"
2,239,1313000698,1,1.66,"","NABISCO CREAM OF RIC","14 OZ","2516900",36,243.0,0.004115226337449,"2_239"
2,239,1313006025,5,3.15,"","MIX N EAT CREAM OF W","12 OZ","2516401",36,243.0,0.020576131687243,"2_239"
2,239,1313006035,12,3.15,"","~MIX N EAT BROWN SUG","12.5 O","2516441",36,243.0,0.049382716049383,"2_239"
2,239,1313006057,3,3.15,"","INST CRM OF WHT-VARI","12.5 O","2516621",36,243.0,0.012345679012346,"2_239"
2,239,1800063061,3,2.18,"B","~PILLS FARINA APPLES","28 OZ","2517631",36,243.0,0.012345679012346,"2_239"
2,239,1800063070,4,2.17,"B","PILS FARINA","27.5 O","2517601",36,243.0,0.016460905349794,"2_239"
2,239,3000001020,14,1.99,"","QUAKER OATS REGULAR","18 OZ","2500501",36,243.0,0.05761316872428,"2_239"
2,239,3000001040,10,3.43,"","QUAKER OLD FASHIONED","42 OZ","2500751",36,243.0,0.041152263374486,"2_239"
2,239,3000001180,16,1.99,"","QUICK QUAKER OATS","18 OZ","2500701",36,243.0,0.065843621399177,"2_239"
2,239,3000001200,12,3.43,"","QUICK QUAKER OATS","42 OZ","2500801",36,243.0,0.049382716049383,"2_239"
2,239,3000001210,19,3.15,"","QUAKER INSTANT OATME","12 OZ","2500901",36,243.0,0.078189300411523,"2_239"
2,239,3000001240,4,3.15,"","QUAKER INST OATML RS","13 OZ","2522111",36,243.0,0.016460905349794,"2_239"
2,239,3000001340,9,3.15,"","QUAKER OATMEAL CINNA","12.5 O","2522201",36,243.0,0.037037037037037,"2_239"
2,239,3000001380,7,3.15,"","QUAKER INST OATML AP","12.5 O","2522151",36,243.0,0.02880658436214,"2_239"
2,239,3000001460,6,3.15,"","QUAKER OAT VARIETY","13.3 O","2522051",36,243.0,0.024691358024691,"2_239"
2,239,3000001570,2,3.89,"","~QUAKER MAPLE OATMEA","22.5 O","2522521",36,243.0,0.008230452674897,"2_239"
2,239,3000001760,1,3.89,"","QUAKER VRTY INST OAT","20.75O","2522541",36,243.0,0.004115226337449,"2_239"
2,239,3000001800,2,3.15,"","QUAKER INST OATML PE","12.5 O","2522281",36,243.0,0.008230452674897,"2_239"
2,239,3000001820,2,3.15,"","QUAKER INSTANT STRAW","12.5 O","2522251",36,243.0,0.008230452674897,"2_239"
2,239,3000001880,5,3.15,"","QUAKER FRUIT & CREAM","12.5 O","2522321",36,243.0,0.020576131687243,"2_239"
2,239,3000002190,6,2.75,"","KRETSCHMER WHEAT GER","12 OZ","2519701",36,243.0,0.024691358024691,"2_239"
2,239,3000002350,6,2.79,"","KRETCHMER HONEY WHT","10 OZ","2519760",36,243.0,0.024691358024691,"2_239"
2,239,3000002390,2,1.99,"","~QUAKER MULTIGRAIN","18 OZ","2500631",36,243.0,0.008230452674897,"2_239"
2,239,3000002720,2,2.79,"","KRETCHMER TOASTED WH","12 OZ","2519740",36,243.0,0.008230452674897,"2_239"
2,239,3000004170,19,1.25,"","QUAKER Q/W HOMINY GR","24 OZ","2501201",36,243.0,0.078189300411523,"2_239"
2,239,3000004760,6,1.99,"","QUAKER INSTANT GRITS","12 OZ","2501251",36,243.0,0.024691358024691,"2_239"
2,239,3000007060,7,2.35,"","QUAKER HOT OAT BRAN","16 OZ","2522001",36,243.0,0.02880658436214,"2_239"
2,239,3828125073,7,1.29,"","DOM QUICK OATS","18 OZ","2501031",36,243.0,0.02880658436214,"2_239"
2,239,3828125077,4,2.49,"","DOM QUICK OATS","42 OZ","2501051",36,243.0,0.016460905349794,"2_239"
2,239,3828125081,5,1.99,"","DOM INSTANT OATMEAL","12 OZ","2501001",36,243.0,0.020576131687243,"2_239"
2,239,3828125085,13,1.99,"","DOM INSTANT OATMEAL","15 OZ","2500951",36,243.0,0.053497942386831,"2_239"
2,239,3828125098,11,1.99,"","DOM INSTANT OATMEAL","13 OZ","2500931",36,243.0,0.045267489711934,"2_239"
2,239,4240000105,3,2.59,"","QUICK MALT O MEAL","28 OZ","2518501",36,243.0,0.012345679012346,"2_239"
2,240,1313000602,4,3.02,"","NABISCO CREAM OF WHT","28 OZ","2516650",37,216.0,0.018518518518519,"2_240"
2,240,1313000612,8,3.25,"","CREAM OF WHEAT QUICK","28 OZ","2516701",37,216.0,0.037037037037037,"2_240"
2,240,1313000622,3,3.25,"","CREAM OF WHEAT INSTA","28 OZ","2516601",37,216.0,0.013888888888889,"2_240"
2,240,1313000698,1,1.66,"","NABISCO CREAM OF RIC","14 OZ","2516900",37,216.0,0.00462962962963,"2_240"
2,240,1313006025,4,3.15,"","MIX N EAT CREAM OF W","12 OZ","2516401",37,216.0,0.018518518518519,"2_240"
2,240,1313006035,1,3.15,"","~MIX N EAT BROWN SUG","12.5 O","2516441",37,216.0,0.00462962962963,"2_240"
2,240,1313006057,5,3.15,"","INST CRM OF WHT-VARI","12.5 O","2516621",37,216.0,0.023148148148148,"2_240"
2,240,1800063061,1,2.25,"","~PILLS FARINA APPLES","28 OZ","2517631",37,216.0,0.00462962962963,"2_240"
2,240,1800063070,4,2.25,"","PILS FARINA","27.5 O","2517601",37,216.0,0.018518518518519,"2_240"
2,240,3000001020,12,1.99,"","QUAKER OATS REGULAR","18 OZ","2500501",37,216.0,0.055555555555556,"2_240"
2,240,3000001040,11,3.43,"","QUAKER OLD FASHIONED","42 OZ","2500751",37,216.0,0.050925925925926,"2_240"
2,240,3000001180,20,1.99,"","QUICK QUAKER OATS","18 OZ","2500701",37,216.0,0.092592592592593,"2_240"
2,240,3000001190,1,3.15,"","QUAKER INST OATML MP","15 OZ","2522401",37,216.0,0.00462962962963,"2_240"
2,240,3000001200,9,3.43,"","QUICK QUAKER OATS","42 OZ","2500801",37,216.0,0.041666666666667,"2_240"
2,240,3000001210,12,3.15,"","QUAKER INSTANT OATME","12 OZ","2500901",37,216.0,0.055555555555556,"2_240"
2,240,3000001240,7,3.15,"","QUAKER INST OATML RS","13 OZ","2522111",37,216.0,0.032407407407407,"2_240"
2,240,3000001340,4,3.15,"","QUAKER OATMEAL CINNA","12.5 O","2522201",37,216.0,0.018518518518519,"2_240"
2,240,3000001380,10,3.15,"","QUAKER INST OATML AP","12.5 O","2522151",37,216.0,0.046296296296296,"2_240"
2,240,3000001460,7,3.15,"","QUAKER OAT VARIETY","13.3 O","2522051",37,216.0,0.032407407407407,"2_240"
2,240,3000001570,4,3.89,"","~QUAKER MAPLE OATMEA","22.5 O","2522521",37,216.0,0.018518518518519,"2_240"
2,240,3000001760,1,3.89,"","QUAKER VRTY INST OAT","20.75O","2522541",37,216.0,0.00462962962963,"2_240"
2,240,3000001800,6,3.15,"","QUAKER INST OATML PE","12.5 O","2522281",37,216.0,0.027777777777778,"2_240"
2,240,3000001820,2,3.15,"","QUAKER INSTANT STRAW","12.5 O","2522251",37,216.0,0.009259259259259,"2_240"
2,240,3000001880,5,3.15,"","QUAKER FRUIT & CREAM","12.5 O","2522321",37,216.0,0.023148148148148,"2_240"
2,240,3000002190,10,2.75,"","KRETSCHMER WHEAT GER","12 OZ","2519701",37,216.0,0.046296296296296,"2_240"
2,240,3000002350,2,2.79,"","KRETCHMER HONEY WHT","10 OZ","2519760",37,216.0,0.009259259259259,"2_240"
2,240,3000002390,2,1.99,"","~QUAKER MULTIGRAIN","18 OZ","2500631",37,216.0,0.009259259259259,"2_240"
2,240,3000002620,1,3.15,"","$QUAKER KIDS CHOICE","14.3 O","2522081",37,216.0,0.00462962962963,"2_240"
2,240,3000002720,3,2.79,"","KRETCHMER TOASTED WH","12 OZ","2519740",37,216.0,0.013888888888889,"2_240"
2,240,3000004170,16,1.25,"","QUAKER Q/W HOMINY GR","24 OZ","2501201",37,216.0,0.074074074074074,"2_240"
2,240,3000004760,5,1.99,"","QUAKER INSTANT GRITS","12 OZ","2501251",37,216.0,0.023148148148148,"2_240"
2,240,3000007060,8,2.35,"","QUAKER HOT OAT BRAN","16 OZ","2522001",37,216.0,0.037037037037037,"2_240"
2,240,3828125073,4,1.29,"","DOM QUICK OATS","18 OZ","2501031",37,216.0,0.018518518518519,"2_240"
2,240,3828125077,7,2.49,"","DOM QUICK OATS","42 OZ","2501051",37,216.0,0.032407407407407,"2_240"
2,240,3828125081,3,1.99,"","DOM INSTANT OATMEAL","12 OZ","2501001",37,216.0,0.013888888888889,"2_240"
2,240,3828125085,11,1.99,"","DOM INSTANT OATMEAL","15 OZ","2500951",37,216.0,0.050925925925926,"2_240"
2,240,3828125098,2,1.99,"","DOM INSTANT OATMEAL","13 OZ","2500931",37,216.0,0.009259259259259,"2_240"
2,241,1313000602,3,3.02,"","NABISCO CREAM OF WHT","28 OZ","2516650",35,251.0,0.01195219123506,"2_241"
2,241,1313000612,6,3.25,"","CREAM OF WHEAT QUICK","28 OZ","2516701",35,251.0,0.02390438247012,"2_241"
2,241,1313000622,5,3.25,"","CREAM OF WHEAT INSTA","28 OZ","2516601",35,251.0,0.0199203187251,"2_241"
2,241,1313006025,9,3.15,"","MIX N EAT CREAM OF W","12 OZ","2516401",35,251.0,0.035856573705179,"2_241"
2,241,1313006035,6,3.15,"","~MIX N EAT BROWN SUG","12.5 O","2516441",35,251.0,0.02390438247012,"2_241"
2,241,1313006057,3,3.15,"","INST CRM OF WHT-VARI","12.5 O","2516621",35,251.0,0.01195219123506,"2_241"
2,241,1800063061,2,2.25,"","~PILLS FARINA APPLES","28 OZ","2517631",35,251.0,0.00796812749004,"2_241"
2,241,1800063070,8,2.25,"","PILS FARINA","27.5 O","2517601",35,251.0,0.031872509960159,"2_241"
2,241,3000001020,23,1.99,"","QUAKER OATS REGULAR","18 OZ","2500501",35,251.0,0.091633466135458,"2_241"
2,241,3000001040,9,3.43,"","QUAKER OLD FASHIONED","42 OZ","2500751",35,251.0,0.035856573705179,"2_241"
2,241,3000001180,30,1.99,"","QUICK QUAKER OATS","18 OZ","2500701",35,251.0,0.119521912350598,"2_241"
2,241,3000001190,3,3.15,"","QUAKER INST OATML MP","15 OZ","2522401",35,251.0,0.01195219123506,"2_241"
2,241,3000001200,10,3.43,"","QUICK QUAKER OATS","42 OZ","2500801",35,251.0,0.039840637450199,"2_241"
2,241,3000001210,12,3.15,"","QUAKER INSTANT OATME","12 OZ","2500901",35,251.0,0.047808764940239,"2_241"
2,241,3000001240,9,3.15,"","QUAKER INST OATML RS","13 OZ","2522111",35,251.0,0.035856573705179,"2_241"
2,241,3000001340,4,3.15,"","QUAKER OATMEAL CINNA","12.5 O","2522201",35,251.0,0.01593625498008,"2_241"
2,241,3000001380,9,3.15,"","QUAKER INST OATML AP","12.5 O","2522151",35,251.0,0.035856573705179,"2_241"
2,241,3000001460,3,3.15,"","QUAKER OAT VARIETY","13.3 O","2522051",35,251.0,0.01195219123506,"2_241"
2,241,3000001760,4,3.89,"","QUAKER VRTY INST OAT","20.75O","2522541",35,251.0,0.01593625498008,"2_241"
2,241,3000001800,4,3.15,"","QUAKER INST OATML PE","12.5 O","2522281",35,251.0,0.01593625498008,"2_241"
