r_id,r_gender,r_age,r_educ,r_income,r_party,r_strength,r_lean,condition,profile,cage,cparty,chealthcare,cmarriage,pref,rate,partisan,cpartyp,cmarriagep,chealthcarep,cagep,cvacationm,crelativem,chighwaym,cschoolm,cmaritalm,cdogm,cweddingm,cicecreamm,celectionm,cvotem,ctripm,cstonem,cclassm,cdinosaurm,creportm,cdaybornm,cfavcolorm,cyearbornm,cnamem,cfoodm,cbirthdaym,cclassroomm,cbaseballm,cbeveragem,cseasonm,ctreem,ccomposerm,caddressm,cdoorm,ccarcolorm,cteamm,cemailm,cshopm,cwarm,cgrandm,wave
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,D2,2,1,2,1,0,1,1,1,1,2,2,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,E1,2,2,2,2,1,7,1,2,2,2,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,E2,2,2,1,2,0,6,1,2,2,1,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,F1,2,2,2,2,1,7,1,2,2,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,F2,2,1,1,1,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,G1,2,1,1,1,0,2,1,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,G2,2,2,1,1,1,7,1,2,1,1,2,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,H1,1,1,2,1,0,1,1,1,1,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,H2,3,2,1,2,1,7,1,2,2,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,I1,2,1,1,1,0,1,1,1,1,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,I2,3,2,1,2,1,7,1,2,2,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,J1,3,2,2,2,1,7,1,2,2,2,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,J2,3,2,1,1,0,5,1,2,1,1,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,K1,2,1,2,1,0,7,1,1,1,2,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,K2,1,2,2,2,1,1,1,2,2,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,L1,2,1,1,2,0,1,1,1,2,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,L2,1,2,1,2,1,7,1,2,2,1,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,M1,1,2,1,2,1,7,1,2,2,1,1,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,M2,1,2,2,2,0,7,1,2,2,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,N1,2,2,2,2,1,7,1,2,2,2,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,N2,2,2,1,2,0,6,1,2,2,1,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,O1,1,2,1,2,1,7,1,2,2,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_7R4uh2LyFhsdXBH,2,29,3,2,1,1,NA,2,O2,2,2,1,2,0,7,1,2,2,1,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,A1,2,1,2,1,1,5,1,1,1,2,2,0,0,0,3,0,2,0,3,1,4,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,A2,1,2,1,2,0,4,1,2,2,1,1,0,0,0,2,0,3,0,2,2,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,B1,2,2,2,1,1,7,1,2,1,2,2,0,0,0,1,0,3,0,1,1,1,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,B2,3,2,2,1,0,2,1,2,1,2,3,0,0,0,3,0,3,0,2,3,1,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,C1,1,1,1,2,0,1,1,1,2,1,1,0,0,0,1,0,2,0,3,2,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,C2,2,1,2,1,1,7,1,1,1,2,2,0,0,0,3,0,2,0,1,2,3,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,D1,3,1,2,2,0,1,1,1,2,2,3,0,0,0,1,0,1,0,3,3,3,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,D2,3,2,1,1,1,7,1,2,1,1,3,0,0,0,1,0,2,0,1,3,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,E1,3,2,1,2,0,2,1,2,2,1,3,0,0,0,2,0,3,0,2,2,4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,E2,3,2,1,1,1,7,1,2,1,1,3,0,0,0,1,0,3,0,1,3,4,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,F1,1,2,1,2,1,5,1,2,2,1,1,0,0,0,1,0,5,0,2,3,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,F2,2,1,2,1,0,4,1,1,1,2,2,0,0,0,1,0,2,0,1,3,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,G1,3,2,2,2,1,6,1,2,2,2,3,0,0,0,1,0,5,0,3,1,4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,G2,2,1,1,2,0,3,1,1,2,1,2,0,0,0,2,0,4,0,2,3,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,H1,3,1,1,1,1,6,1,1,1,1,3,0,0,0,1,0,1,0,3,2,1,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,H2,1,2,1,1,0,3,1,2,1,1,1,0,0,0,1,0,2,0,1,3,4,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,I1,1,2,2,1,1,6,1,2,1,2,1,0,0,0,2,0,3,0,2,1,3,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,I2,2,2,1,2,0,3,1,2,2,1,2,0,0,0,2,0,5,0,3,1,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,J1,2,2,2,1,1,7,1,2,1,2,2,0,0,0,1,0,4,0,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,J2,1,1,2,2,0,1,1,1,2,2,1,0,0,0,1,0,2,0,2,1,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,K1,2,1,1,2,0,3,1,1,2,1,2,0,0,0,2,0,3,0,2,1,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,K2,1,2,1,1,1,6,1,2,1,1,1,0,0,0,3,0,1,0,2,1,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,L1,3,2,2,1,1,7,1,2,1,2,3,0,0,0,1,0,3,0,2,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,L2,2,2,2,2,0,3,1,2,2,2,2,0,0,0,2,0,2,0,2,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,M1,1,1,1,1,1,5,1,1,1,1,1,0,0,0,1,0,3,0,3,2,2,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,M2,1,2,1,2,0,4,1,2,2,1,1,0,0,0,1,0,5,0,3,3,2,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,N1,2,1,2,1,0,4,1,1,1,2,2,0,0,0,1,0,2,0,3,2,2,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,N2,2,1,1,1,1,6,1,1,1,1,2,0,0,0,3,0,2,0,1,3,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,O1,3,1,2,2,1,6,1,1,2,2,3,0,0,0,3,0,4,0,1,3,3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_3UyOMptbnGxdPkV,2,22,5,6,1,1,NA,6,O2,1,2,1,2,0,3,1,2,2,1,1,0,0,0,1,0,3,0,2,3,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,A1,3,1,1,1,1,3,1,2,2,2,3,0,1,0,0,0,0,0,0,1,3,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,A2,3,2,2,1,0,5,1,1,2,1,3,0,2,0,0,0,0,0,0,2,2,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,B1,3,2,1,2,0,3,1,1,1,2,3,0,4,0,0,0,0,0,0,3,4,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,B2,1,1,2,1,1,6,1,2,2,1,1,0,1,0,0,0,0,0,0,3,1,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,C1,3,2,2,1,0,2,1,1,2,1,3,0,1,0,0,0,0,0,0,3,4,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,C2,1,1,2,2,1,6,1,2,1,1,1,0,2,0,0,0,0,0,0,3,4,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,D1,1,1,1,2,0,3,1,2,1,2,1,0,4,0,0,0,0,0,0,3,2,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,D2,2,2,1,1,1,5,1,1,2,2,2,0,4,0,0,0,0,0,0,3,1,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,E1,1,2,1,2,1,5,1,1,1,2,1,0,3,0,0,0,0,0,0,3,1,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,E2,3,1,1,1,0,3,1,2,2,2,3,0,1,0,0,0,0,0,0,3,4,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,F1,3,1,2,1,0,3,1,2,2,1,3,0,2,0,0,0,0,0,0,2,4,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,F2,1,1,1,2,1,6,1,2,1,2,1,0,3,0,0,0,0,0,0,2,4,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,G1,3,2,2,2,0,2,1,1,1,1,3,0,3,0,0,0,0,0,0,3,2,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,G2,2,1,2,2,1,6,1,2,1,1,2,0,3,0,0,0,0,0,0,1,2,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,H1,2,1,2,1,0,2,1,2,2,1,2,0,4,0,0,0,0,0,0,1,3,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,H2,3,2,1,1,1,5,1,1,2,2,3,0,1,0,0,0,0,0,0,3,2,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,I1,2,2,2,1,0,2,1,1,2,1,2,0,4,0,0,0,0,0,0,3,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,I2,1,2,1,2,1,6,1,1,1,2,1,0,1,0,0,0,0,0,0,3,3,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,J1,2,2,2,2,0,3,1,1,1,1,2,0,4,0,0,0,0,0,0,1,4,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,J2,3,2,2,1,1,5,1,1,2,1,3,0,2,0,0,0,0,0,0,1,2,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,K1,1,2,1,1,1,6,1,1,2,2,1,0,2,0,0,0,0,0,0,3,2,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,K2,3,1,1,1,0,3,1,2,2,2,3,0,2,0,0,0,0,0,0,2,1,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,L1,3,1,1,2,1,6,1,2,1,2,3,0,2,0,0,0,0,0,0,3,2,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,L2,3,1,2,2,0,2,1,2,1,1,3,0,2,0,0,0,0,0,0,3,2,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,M1,2,2,2,1,1,5,1,1,2,1,2,0,2,0,0,0,0,0,0,1,1,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,M2,1,1,2,2,0,3,1,2,1,1,1,0,2,0,0,0,0,0,0,1,3,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,N1,2,2,2,1,1,6,1,1,2,1,2,0,3,0,0,0,0,0,0,1,2,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,N2,1,1,2,2,0,3,1,2,1,1,1,0,3,0,0,0,0,0,0,3,1,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,O1,1,1,2,1,1,6,1,2,2,1,1,0,3,0,0,0,0,0,0,2,2,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_bNMujSbUOzxHypn,2,61,3,5,2,0,NA,4,O2,3,2,2,1,0,3,1,1,2,1,3,0,3,0,0,0,0,0,0,1,4,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_0r20Ql8xwWYeR8N,2,28,5,3,1,0,NA,4,A1,2,2,1,2,0,4,1,2,2,1,2,0,4,0,0,1,0,0,0,0,1,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_0r20Ql8xwWYeR8N,2,28,5,3,1,0,NA,4,A2,3,2,1,1,1,4,1,2,1,1,3,0,1,0,0,2,0,0,0,0,4,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_0r20Ql8xwWYeR8N,2,28,5,3,1,0,NA,4,B1,3,2,2,1,1,4,1,2,1,2,3,0,3,0,0,2,0,0,0,0,3,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_0r20Ql8xwWYeR8N,2,28,5,3,1,0,NA,4,B2,2,1,2,1,0,4,1,1,1,2,2,0,4,0,0,2,0,0,0,0,2,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_0r20Ql8xwWYeR8N,2,28,5,3,1,0,NA,4,C1,1,2,1,2,0,4,1,2,2,1,1,0,3,0,0,2,0,0,0,0,1,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_0r20Ql8xwWYeR8N,2,28,5,3,1,0,NA,4,C2,1,1,2,1,1,5,1,1,1,2,1,0,3,0,0,2,0,0,0,0,1,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
R_0r20Ql8xwWYeR8N,2,28,5,3,1,0,NA,4,D1,2,2,1,2,0,4,1,2,2,1,2,0,2,0,0,1,0,0,0,0,2,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
