"r_id","r_gender","r_age","r_educ","r_income","r_party","r_strength","r_lean","profile","access","balcony","bar","boats","call","cars","cfloor","cfurniture","channels","chocolate","cinternet","closet","coffee","color","cview","decor","door","elevators","fan","flooring","food","hallway","hours","kitchen","lamps","lights","linens","menu","office","parking","pillows","scent","service","shower","sinks","size","theme","thermo","towels","tv","valet","windows"
"R_2TmJ6ffhLoDMpYe",2,41,3,2,3,NA,0,2,2,1,3,1,1,2,2,2,1,4,1,1,1,2,2,2,2,2,1,1,2,2,1,1,1,2,1,1,2,3,4,2,4,1,2,1,3,3,1,1,2,2
"R_2TmJ6ffhLoDMpYe",2,41,3,2,3,NA,0,3,1,2,3,2,1,3,1,1,1,4,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,3,4,2,4,1,2,2,2,3,1,1,2,1
"R_2tmMTSKAt3nA92N",2,38,6,4,2,0,NA,1,1,2,3,2,1,3,1,2,1,4,1,2,1,3,1,1,1,2,2,1,1,1,1,3,3,2,3,1,1,3,1,1,3,1,2,1,3,3,2,2,2,1
"R_2tmMTSKAt3nA92N",2,38,6,4,2,0,NA,2,1,2,3,2,1,3,1,2,1,4,2,2,1,3,1,1,1,2,2,1,1,1,1,3,3,2,3,1,1,3,2,1,3,1,2,1,3,3,1,2,2,1
"R_2tmMTSKAt3nA92N",2,38,6,4,2,0,NA,3,1,2,3,2,1,3,3,1,1,2,2,2,2,3,1,2,2,1,2,3,1,1,1,2,3,2,3,1,1,2,2,1,3,2,1,1,2,3,2,2,1,2
"R_2tmnQ5tZ8HMr5MC",1,43,6,4,1,1,NA,1,1,1,2,2,2,3,3,1,1,2,1,2,3,4,1,1,3,2,1,1,1,2,2,2,2,2,3,1,1,3,3,3,3,1,2,2,1,3,3,1,2,2
"R_2tmnQ5tZ8HMr5MC",1,43,6,4,1,1,NA,2,3,1,2,2,2,3,2,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,3,2,3,3,2,2,1,3,1,1,1,2
"R_2tmnQ5tZ8HMr5MC",1,43,6,4,1,1,NA,3,3,1,3,1,1,1,2,1,2,4,2,1,2,2,2,3,3,1,2,2,2,3,3,2,3,1,1,2,2,1,4,1,2,2,2,1,2,3,1,2,1,1
"R_2tmVWKUfRnRzK5R",2,27,5,4,1,0,NA,1,1,1,2,1,1,1,1,2,3,3,2,1,2,3,2,1,2,2,1,2,1,2,3,2,2,1,1,2,2,1,2,3,2,2,1,1,3,1,2,2,1,1
"R_2tmVWKUfRnRzK5R",2,27,5,4,1,0,NA,2,2,1,2,2,1,3,3,2,1,1,1,2,1,3,1,2,1,2,1,2,1,2,1,1,2,2,3,1,2,3,2,1,4,1,2,1,3,2,3,1,2,1
"R_2tmVWKUfRnRzK5R",2,27,5,4,1,0,NA,3,2,1,2,1,1,3,1,1,3,4,1,2,3,3,2,2,1,1,1,2,3,2,2,2,2,2,3,1,2,3,2,2,3,3,2,1,3,2,2,1,2,1
"R_2tnCu786baKYztF",1,28,2,2,3,NA,0,1,2,1,3,1,2,1,1,2,2,4,2,1,1,2,2,2,2,1,1,1,1,3,2,2,3,2,1,1,2,2,4,3,4,3,2,1,3,2,1,1,1,2
"R_2tnCu786baKYztF",1,28,2,2,3,NA,0,2,1,1,3,2,1,1,2,1,2,2,2,1,2,2,1,2,3,1,1,1,1,3,3,2,3,1,1,1,2,1,2,1,4,1,2,1,3,2,1,1,2,2
"R_2tnCu786baKYztF",1,28,2,2,3,NA,0,3,2,1,3,2,2,1,2,1,3,1,1,1,2,1,1,2,1,1,1,1,1,3,3,2,3,1,1,2,2,1,3,1,2,3,2,1,1,2,1,1,1,2
"R_2TNLpGJ2739PBYh",2,51,3,1,1,1,NA,1,3,1,3,2,2,1,1,1,3,2,2,1,1,4,1,2,2,1,1,1,1,2,1,2,3,1,1,1,2,1,2,1,1,3,1,2,3,2,1,1,1,1
"R_2TNLpGJ2739PBYh",2,51,3,1,1,1,NA,2,2,2,3,1,2,1,1,2,2,3,2,1,2,4,2,2,3,1,1,3,1,3,3,2,3,1,1,1,1,1,4,3,4,4,1,1,2,1,1,1,1,1
"R_2TNLpGJ2739PBYh",2,51,3,1,1,1,NA,3,2,2,2,1,2,1,3,1,2,4,2,2,2,4,2,1,3,2,1,1,1,3,2,1,3,1,1,1,2,1,3,3,1,3,2,2,2,1,1,1,1,2
"R_2TnmSHKH5sdwztJ",2,49,4,3,3,NA,1,1,1,1,2,2,2,3,1,2,3,1,1,2,1,3,1,1,1,1,1,1,1,2,2,3,3,2,3,1,1,3,3,3,4,1,2,2,3,1,2,1,2,1
"R_2TnmSHKH5sdwztJ",2,49,4,3,3,NA,1,2,1,1,3,1,2,1,1,1,1,4,1,1,1,4,2,1,1,1,2,3,1,1,2,3,3,2,3,1,2,3,3,3,4,1,1,2,3,3,1,1,2,1
"R_2TnmSHKH5sdwztJ",2,49,4,3,3,NA,1,3,2,1,3,2,1,1,3,1,1,4,2,1,1,1,1,2,3,1,2,1,1,3,1,2,2,1,2,1,2,2,4,1,4,3,2,2,2,1,1,2,1,2
"R_2TnqU0Z514iESuf",2,29,2,1,3,NA,-1,1,2,1,3,1,2,3,2,1,1,4,2,1,1,4,2,1,1,1,2,1,2,1,1,2,1,2,2,1,2,3,3,3,1,2,2,3,1,1,1,2,2,2
"R_2TnqU0Z514iESuf",2,29,2,1,3,NA,-1,2,1,2,3,2,2,3,3,2,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,2,2,1,2,3,3,1,4,3,2,2,3,3,2,2,1,2
"R_2TnqU0Z514iESuf",2,29,2,1,3,NA,-1,3,1,2,3,2,2,3,3,2,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,2,2,1,2,3,3,1,4,3,2,2,3,3,2,2,1,2
"R_2TNzs7CqkVah1Kr",2,47,2,5,1,1,NA,1,1,2,2,2,1,3,1,1,1,1,1,2,1,3,1,2,1,1,2,1,1,1,1,3,1,2,3,1,2,3,3,1,4,1,2,2,1,1,1,2,2,2
"R_2TNzs7CqkVah1Kr",2,47,2,5,1,1,NA,2,1,2,2,1,1,3,3,1,3,1,1,2,1,3,2,2,1,1,1,1,1,1,1,3,1,2,3,1,2,2,3,3,4,1,2,2,2,1,1,1,2,2
"R_2TNzs7CqkVah1Kr",2,47,2,5,1,1,NA,3,3,2,2,2,1,3,2,1,3,2,2,2,1,3,1,2,2,1,1,1,1,1,1,3,1,2,3,1,2,2,3,3,3,1,2,2,2,1,1,1,2,2
"R_2to5Fyhe9nPZEff",1,27,6,2,3,NA,-1,1,1,2,3,2,1,1,1,2,2,1,1,1,3,4,1,2,1,1,1,1,1,1,1,3,1,2,2,2,2,2,3,1,4,3,2,1,3,3,2,1,1,1
"R_2to5Fyhe9nPZEff",1,27,6,2,3,NA,-1,2,1,1,3,1,2,1,3,1,1,1,2,2,2,3,2,3,2,1,1,1,1,1,3,2,3,1,1,2,1,1,4,1,4,1,1,1,3,3,1,1,1,1
"R_2to5Fyhe9nPZEff",1,27,6,2,3,NA,-1,3,1,1,3,1,1,1,2,2,1,1,2,2,1,3,2,2,1,1,1,1,1,1,3,2,3,1,1,1,2,1,4,1,4,2,1,1,3,3,1,1,1,1
"R_2TOea8vm0OrZgSt",1,25,3,2,1,1,NA,1,3,1,3,1,1,2,2,1,3,1,1,2,2,2,1,2,3,1,1,2,1,2,3,1,3,1,2,2,1,3,2,1,2,4,2,2,3,2,1,2,2,1
"R_2TOea8vm0OrZgSt",1,25,3,2,1,1,NA,2,2,2,2,1,1,2,3,1,1,2,2,1,2,1,2,2,3,2,1,2,2,1,2,2,3,1,2,1,2,2,2,1,2,1,1,2,1,1,2,1,2,2
"R_2TOea8vm0OrZgSt",1,25,3,2,1,1,NA,3,3,1,1,1,2,2,1,2,2,1,2,1,3,1,2,3,1,1,1,2,1,3,3,1,1,2,1,2,1,1,4,1,3,3,2,1,2,1,1,1,1,1
"R_2Tpz0Hw8l9N5TaZ",1,25,5,1,2,0,NA,1,1,2,2,2,2,3,1,1,1,2,1,1,3,3,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,4,1,4,3,2,2,1,2,1,2,2,1
"R_2Tpz0Hw8l9N5TaZ",1,25,5,1,2,0,NA,2,2,1,1,1,2,1,3,2,3,1,1,1,1,2,2,3,2,1,2,2,2,1,3,2,3,1,1,2,2,2,2,3,1,2,2,1,3,1,1,2,1,1
"R_2Tpz0Hw8l9N5TaZ",1,25,5,1,2,0,NA,3,1,1,3,2,1,2,1,2,3,4,2,2,2,4,1,3,3,1,1,2,1,1,3,2,1,1,1,2,2,3,2,2,1,3,1,1,3,2,1,1,1,1
"R_2tqMBlfZCmj6wmZ",1,34,2,2,3,NA,0,1,2,1,3,1,2,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,3,1,2,3,2,2,1,1,1,4,1,4,3,1,2,3,2,1,2,1,2
"R_2tqMBlfZCmj6wmZ",1,34,2,2,3,NA,0,2,3,1,1,1,2,1,3,2,2,3,2,1,2,4,2,3,3,1,2,2,2,3,3,2,1,1,1,2,2,1,4,2,2,2,2,1,2,3,2,2,1,1
"R_2tqMBlfZCmj6wmZ",1,34,2,2,3,NA,0,3,2,2,2,2,1,2,2,1,1,4,2,2,1,3,1,2,1,2,1,3,1,2,2,3,3,2,3,1,2,2,2,1,3,4,2,2,2,3,2,1,2,2
"R_2TRJ8Mnf33VykIJ",2,24,5,3,2,0,NA,1,1,2,2,2,2,2,3,2,1,4,1,2,1,2,1,2,2,1,1,1,1,1,1,3,1,2,2,1,1,3,2,3,4,1,2,2,3,2,1,1,1,1
"R_2TRJ8Mnf33VykIJ",2,24,5,3,2,0,NA,2,2,1,3,1,2,1,2,1,1,3,1,2,1,3,2,2,2,2,2,1,4,3,1,3,2,2,1,2,2,1,1,3,3,1,1,2,2,2,1,1,1,2
"R_2TRJ8Mnf33VykIJ",2,24,5,3,2,0,NA,3,3,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,3,1,3,3,2,2,1,1,3,2,3,3,1,2,2,1,2,1,1,1,1
"R_2TS0q1YPFb5nQH0",1,28,3,2,3,NA,1,1,3,1,3,2,2,1,2,2,3,3,1,1,2,4,1,2,3,1,1,2,1,3,3,2,1,1,1,1,2,1,4,2,4,3,1,1,3,2,1,2,1,1
"R_2TS0q1YPFb5nQH0",1,28,3,2,3,NA,1,2,1,2,2,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,3,4,2,2,1,2,2,2,1,1,2,2,3,4,2,2,2,1,2,2,2,2,1
"R_2TS0q1YPFb5nQH0",1,28,3,2,3,NA,1,3,2,1,3,1,2,1,3,2,3,3,1,1,2,3,2,3,2,2,1,2,2,1,3,2,3,1,2,2,2,1,1,1,2,3,2,1,2,2,2,1,1,1
"R_2TSPtqGCQCGfnhD",1,28,5,2,1,0,NA,1,2,1,3,1,2,3,3,2,3,1,1,2,1,4,2,1,2,1,2,1,2,1,3,2,1,2,1,1,2,3,3,1,4,1,2,3,2,2,1,1,1,2
"R_2TSPtqGCQCGfnhD",1,28,5,2,1,0,NA,2,2,2,3,1,1,3,2,1,3,1,2,2,1,3,2,1,2,1,2,1,2,1,3,3,2,2,1,1,1,3,3,1,4,1,2,3,3,1,1,1,2,1
"R_2TSPtqGCQCGfnhD",1,28,5,2,1,0,NA,3,1,2,3,2,1,3,1,2,3,4,2,2,1,4,1,2,2,1,2,2,1,1,2,3,1,2,1,1,1,3,3,1,4,1,2,3,3,1,1,1,2,1
"R_2TT3WHtHfe43rIj",2,34,5,4,1,0,NA,1,1,1,1,1,2,1,1,1,2,2,2,1,2,4,2,2,2,1,1,2,2,1,1,2,3,1,1,1,1,1,2,2,2,3,2,1,2,2,1,2,1,2
"R_2TT3WHtHfe43rIj",2,34,5,4,1,0,NA,2,1,2,3,1,1,2,1,2,2,1,2,1,1,3,1,2,3,1,1,1,1,2,3,3,2,1,2,1,2,3,3,3,4,1,2,2,1,2,2,1,2,2
"R_2TT3WHtHfe43rIj",2,34,5,4,1,0,NA,3,2,1,3,2,1,2,1,1,1,3,1,2,3,3,1,3,3,2,1,3,1,2,1,1,3,1,2,2,1,2,4,1,4,3,1,2,2,2,3,1,2,2
"R_2TT7rerk8dx5Hwj",2,36,5,3,2,0,NA,1,3,1,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,2,2,2,3,3,2,2,2,2,1,2,2,1,4,3,1,1,3,1,2,1,1,2
"R_2TT7rerk8dx5Hwj",2,36,5,3,2,0,NA,2,1,1,2,2,1,2,1,2,1,4,2,1,3,1,1,1,1,2,2,3,2,3,3,1,3,2,2,1,1,3,3,3,3,2,1,1,2,1,1,2,2,2
"R_2TT7rerk8dx5Hwj",2,36,5,3,2,0,NA,3,3,2,3,2,2,1,3,2,2,4,2,1,2,3,1,2,3,1,1,3,2,1,3,2,3,1,1,2,2,1,1,1,4,2,1,1,2,1,1,1,1,2
"R_2TTAzON0QyW2X9r",2,26,5,3,2,1,NA,1,1,2,2,2,2,3,1,1,2,2,2,2,2,3,1,2,1,2,1,1,1,2,1,2,2,2,1,2,2,3,1,3,3,3,2,2,3,2,1,1,2,2
"R_2TTAzON0QyW2X9r",2,26,5,3,2,1,NA,2,3,2,2,1,1,3,2,1,1,1,1,1,3,4,2,1,1,1,1,1,1,1,2,3,2,2,2,1,2,3,3,3,4,1,2,2,3,1,2,1,2,2
"R_2TTAzON0QyW2X9r",2,26,5,3,2,1,NA,3,1,1,3,1,2,3,3,1,3,2,1,1,2,3,2,2,2,2,1,2,2,3,3,2,2,2,1,2,2,3,1,2,1,3,2,2,3,2,1,1,1,2
"R_2ttbDjqhpuxPQNB",2,23,3,2,1,0,NA,1,1,1,3,1,2,3,1,2,1,1,2,2,3,2,2,3,2,2,2,1,1,1,1,2,1,2,3,1,2,3,3,1,4,1,2,2,1,2,1,1,2,1
"R_2ttbDjqhpuxPQNB",2,23,3,2,1,0,NA,2,1,2,2,1,1,3,2,2,1,4,1,2,3,4,2,2,3,2,2,1,2,3,1,1,1,2,3,2,1,3,1,2,4,1,2,2,2,1,3,1,2,1
"R_2ttbDjqhpuxPQNB",2,23,3,2,1,0,NA,3,1,1,2,2,1,3,3,1,2,4,2,1,1,2,1,2,2,1,2,1,1,3,1,1,1,2,3,1,1,3,3,1,4,1,2,2,2,1,3,2,2,2
"R_2tu7JH3dpPHU40B",1,64,6,1,2,0,NA,1,1,1,3,1,1,3,1,1,1,4,1,2,1,4,2,1,2,1,2,1,2,1,1,1,2,2,3,2,2,3,2,1,4,3,2,2,3,2,1,1,2,2
"R_2tu7JH3dpPHU40B",1,64,6,1,2,0,NA,2,2,1,3,1,2,1,3,2,2,3,1,1,2,1,2,2,1,2,2,1,1,2,3,2,3,2,2,1,2,1,2,3,2,3,1,1,1,2,1,2,1,2
"R_2tu7JH3dpPHU40B",1,64,6,1,2,0,NA,3,3,2,3,1,1,1,3,2,2,2,2,2,2,2,2,2,2,1,2,1,1,3,1,2,3,2,3,1,2,2,1,3,3,3,2,1,2,2,1,2,1,2
"R_2TvBndTXcTqNYRM",1,39,3,2,3,NA,-1,1,1,2,3,1,2,3,1,1,1,2,2,2,1,4,2,1,1,1,1,1,1,1,1,3,2,2,1,1,2,1,1,1,4,1,2,1,3,3,2,1,1,2
"R_2TvBndTXcTqNYRM",1,39,3,2,3,NA,-1,2,1,1,3,1,1,3,2,2,1,3,2,1,1,4,2,2,2,1,1,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2,2,1,2,1,2
"R_2TvBndTXcTqNYRM",1,39,3,2,3,NA,-1,3,3,2,3,2,2,3,3,1,1,1,1,2,1,3,1,2,1,2,1,1,4,1,2,3,3,2,1,1,1,2,3,3,4,1,2,2,1,4,1,1,2,2
"R_2txK89w5hAooDld",2,33,2,3,2,0,NA,1,1,1,2,1,1,1,1,2,2,1,2,1,1,3,2,1,3,2,1,1,1,1,1,3,3,2,2,2,2,3,1,1,4,3,2,1,3,2,2,1,2,2
"R_2txK89w5hAooDld",2,33,2,3,2,0,NA,2,1,1,2,1,1,1,1,2,2,1,2,1,1,3,2,1,3,2,1,1,1,1,1,3,3,2,2,2,2,3,1,1,4,3,2,1,1,2,2,1,2,2
"R_2txK89w5hAooDld",2,33,2,3,2,0,NA,3,1,2,2,2,2,1,1,1,1,4,1,1,1,4,1,2,1,1,2,1,2,1,1,2,3,2,2,2,2,3,2,3,4,3,1,2,1,2,2,1,2,2
"R_2TyFVMyVtITpZuH",1,26,5,5,1,1,NA,1,3,1,1,1,1,1,2,2,1,3,1,1,1,2,2,1,1,1,2,3,2,3,2,2,2,1,1,2,2,2,1,2,1,4,1,1,3,2,2,1,1,2
"R_2TyFVMyVtITpZuH",1,26,5,5,1,1,NA,2,2,1,2,2,2,1,3,1,2,3,2,1,2,1,2,2,2,2,2,1,4,3,2,1,1,2,1,2,1,1,1,1,3,4,1,2,3,1,1,2,2,1
"R_2TyFVMyVtITpZuH",1,26,5,5,1,1,NA,3,3,2,3,1,1,1,3,2,2,3,2,2,3,4,1,2,2,1,2,3,4,3,1,1,3,1,1,2,2,2,1,2,1,1,2,2,3,3,2,2,1,2
"R_2TYwvNEbN31iFVi",2,35,5,5,2,1,NA,1,3,1,3,1,2,3,1,2,2,4,2,1,1,4,2,1,2,1,1,1,1,3,1,2,2,2,1,1,2,1,2,1,3,1,1,1,2,1,2,2,2,1
"R_2TYwvNEbN31iFVi",2,35,5,5,2,1,NA,2,3,2,3,2,1,3,2,2,2,4,1,1,1,3,1,1,2,2,1,1,1,1,1,3,2,2,1,1,1,1,1,1,3,1,2,1,3,1,2,2,2,2
"R_2TYwvNEbN31iFVi",2,35,5,5,2,1,NA,3,3,2,3,2,1,3,2,1,2,4,1,1,1,3,1,1,1,2,1,1,1,1,2,3,2,2,1,1,2,1,3,1,3,1,2,2,3,1,2,2,2,2
"R_2Tz1LJgFi6ObtIv",1,29,3,1,3,NA,-1,1,1,1,2,1,1,3,1,2,1,4,1,2,1,3,2,2,2,1,2,1,1,3,1,2,3,2,1,1,2,2,1,1,4,1,2,1,2,2,1,1,2,1
"R_2Tz1LJgFi6ObtIv",1,29,3,1,3,NA,-1,2,1,2,2,1,1,3,2,1,1,4,1,2,1,3,2,2,2,1,2,1,1,3,1,2,3,2,1,1,1,2,1,1,4,1,2,2,2,2,1,1,2,2
"R_2Tz1LJgFi6ObtIv",1,29,3,1,3,NA,-1,3,1,2,2,2,1,3,1,1,1,4,2,2,1,3,1,2,2,1,2,1,1,3,1,2,3,2,1,1,1,2,1,1,4,1,2,2,2,2,1,1,2,2
"R_2tz2Rt6qQbhIaCI",2,29,5,7,2,0,NA,1,1,2,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,3,2,2,2,1,1,3,2,3,3,1,2,3,3,2,2,1,2,2
"R_2tz2Rt6qQbhIaCI",2,29,5,7,2,0,NA,2,1,1,2,1,1,1,1,2,3,1,2,2,1,4,2,2,2,1,1,2,1,1,3,2,2,2,2,1,2,1,2,2,3,2,2,3,2,2,2,1,1,1
"R_2tz2Rt6qQbhIaCI",2,29,5,7,2,0,NA,3,1,2,2,2,1,1,1,2,3,1,2,2,1,1,1,1,2,1,1,1,1,3,3,2,3,2,2,1,1,1,2,3,3,2,2,3,3,2,2,1,1,2
"R_2TzAKxtPLVQsQpD",2,71,3,3,2,1,NA,1,1,1,3,2,2,2,2,2,3,2,2,1,2,4,1,1,2,2,2,2,1,1,3,3,2,1,1,1,2,1,2,1,4,2,1,1,2,1,1,2,1,1
"R_2TzAKxtPLVQsQpD",2,71,3,3,2,1,NA,2,1,1,3,1,2,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,3,1,2,3,2,3,2,1,2,4,2,4,3,2,2,1,1,2,2,1,1
"R_2TzAKxtPLVQsQpD",2,71,3,3,2,1,NA,3,1,1,2,1,1,3,2,1,1,4,2,2,1,4,2,2,1,1,1,3,2,2,2,2,1,2,3,2,1,3,3,3,4,3,2,2,3,1,3,2,2,1
"R_2TZgSjx4Y4w74iI",2,30,5,3,2,0,NA,1,1,1,3,1,1,2,1,2,2,4,1,2,1,3,2,1,1,1,2,3,1,2,3,3,3,2,1,2,2,1,1,3,3,3,2,1,2,3,1,1,1,1
"R_2TZgSjx4Y4w74iI",2,30,5,3,2,0,NA,2,1,2,3,2,1,1,3,1,2,4,1,2,1,3,1,2,2,1,1,2,1,1,1,3,2,2,1,1,1,3,2,1,4,4,2,1,1,2,2,1,2,2
"R_2TZgSjx4Y4w74iI",2,30,5,3,2,0,NA,3,1,2,2,2,1,1,3,1,2,4,2,1,1,3,1,2,2,1,2,1,1,2,2,3,3,2,1,1,2,3,2,1,1,4,2,1,3,3,1,1,2,2
"R_2TznuqUdxxzF70r",2,32,3,1,2,1,NA,1,1,1,3,1,1,1,2,2,3,4,1,1,1,3,2,2,2,1,2,2,2,3,1,2,2,2,1,1,2,2,2,1,4,2,2,1,1,2,1,1,1,1
"R_2TznuqUdxxzF70r",2,32,3,1,2,1,NA,2,1,1,3,2,1,1,3,1,2,4,1,1,1,1,1,2,2,1,2,2,2,3,1,2,2,2,1,1,2,2,2,2,4,2,1,2,1,2,1,1,1,2
"R_2TznuqUdxxzF70r",2,32,3,1,2,1,NA,3,1,2,1,2,1,3,1,1,2,4,1,2,1,2,1,2,1,1,2,3,2,1,2,2,3,2,2,2,1,3,1,1,4,1,2,2,3,2,1,2,1,1
"R_2Tzuwb8AfpHogVN",1,43,3,3,3,NA,1,1,1,1,3,1,2,1,2,2,2,4,1,1,1,3,1,2,1,1,2,2,1,3,3,2,2,2,3,1,1,3,4,1,4,2,2,2,2,2,1,1,1,2
"R_2Tzuwb8AfpHogVN",1,43,3,3,3,NA,1,2,1,1,3,1,2,1,2,1,2,3,2,2,2,4,2,1,3,1,1,2,2,1,3,2,2,2,2,1,1,3,4,3,4,2,1,2,2,1,1,1,1,1
"R_2Tzuwb8AfpHogVN",1,43,3,3,3,NA,1,3,1,2,3,2,2,1,1,1,1,2,1,2,3,3,1,1,3,1,2,2,1,3,3,2,2,2,2,1,2,3,3,1,1,4,2,2,2,2,1,1,1,2
"R_2U3OFElNGWtTchc",1,38,3,5,3,NA,-1,1,3,2,3,2,1,2,2,1,1,4,2,1,1,4,1,1,2,1,1,1,1,2,1,3,1,2,1,2,2,2,3,1,3,1,2,2,3,4,1,1,2,1
"R_2U3OFElNGWtTchc",1,38,3,5,3,NA,-1,2,2,2,3,2,2,3,3,2,2,1,2,1,3,1,1,1,1,2,1,1,1,1,2,3,1,2,2,1,2,3,3,1,1,3,2,1,3,4,2,1,2,2
"R_2U3OFElNGWtTchc",1,38,3,5,3,NA,-1,3,2,2,3,2,2,3,3,2,1,2,1,2,3,3,1,1,3,2,1,1,1,2,2,3,1,2,3,1,1,3,3,3,3,1,2,1,3,4,3,1,2,2
"R_2U4mqvebHQ0Bk7B",1,19,2,2,3,NA,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,3,2,2,3,1,2,2,2,3,3,2,2,1,1,1,2,1,4,1,4,1,2,1,2,2,1,2,1,1
"R_2U4mqvebHQ0Bk7B",1,19,2,2,3,NA,1,2,1,1,2,1,1,2,1,2,3,3,1,2,1,4,2,1,1,1,2,3,1,1,1,2,3,2,2,1,1,2,3,2,3,2,1,1,2,1,3,2,2,2
"R_2U4mqvebHQ0Bk7B",1,19,2,2,3,NA,1,3,3,2,1,1,1,3,2,1,1,2,2,2,2,1,2,1,2,2,2,1,1,3,1,2,3,2,2,1,2,3,3,3,4,2,2,2,1,2,2,2,2,2
"R_2U4rEZHUm6t1shc",1,27,4,2,1,0,NA,1,1,1,2,2,2,1,1,1,3,4,1,2,3,2,1,3,1,1,1,1,1,3,1,3,1,2,2,2,2,2,3,1,4,2,1,2,3,1,3,1,1,1
"R_2U4rEZHUm6t1shc",1,27,4,2,1,0,NA,2,2,2,1,1,1,3,3,1,1,4,2,1,1,4,2,1,3,1,2,2,1,3,3,1,3,2,3,1,2,3,3,2,3,3,2,2,1,2,2,1,2,2
"R_2U4rEZHUm6t1shc",1,27,4,2,1,0,NA,3,3,2,3,1,2,3,2,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,4,2,2,2,2,3,1,2,2
"R_2U5Zad6V6URe2Jq",1,23,5,2,1,0,NA,1,2,1,1,1,2,1,1,1,2,1,2,1,2,3,1,2,3,2,1,1,3,1,2,2,1,1,3,2,2,1,1,3,4,1,1,3,1,2,2,2,2,1
"R_2U5Zad6V6URe2Jq",1,23,5,2,1,0,NA,2,3,2,2,1,2,1,2,1,1,1,1,1,1,3,1,1,2,1,1,3,3,3,1,2,1,2,2,2,2,3,1,1,1,2,2,1,1,2,1,2,1,2
"R_2U5Zad6V6URe2Jq",1,23,5,2,1,0,NA,3,1,2,1,1,1,1,3,2,3,4,1,1,1,1,2,3,1,2,2,3,2,3,1,2,2,1,2,1,1,3,1,2,1,3,2,3,3,2,3,1,1,1
"R_2UaAo1IRVkapPmY",1,30,3,2,1,0,NA,1,1,2,3,1,2,1,1,1,1,2,2,2,1,2,1,2,3,1,1,3,1,1,3,2,1,1,2,1,2,2,2,3,1,3,1,2,3,2,2,2,1,1
"R_2UaAo1IRVkapPmY",1,30,3,2,1,0,NA,2,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,3,1,1,1,2,3,2,2,3,1,2,4,1,2,2,2,3,3,2,2,2
"R_2UaAo1IRVkapPmY",1,30,3,2,1,0,NA,3,3,1,3,2,2,2,3,2,3,4,2,1,2,1,1,3,3,1,1,2,2,3,3,2,3,1,2,1,1,2,4,1,1,3,1,1,3,3,1,1,1,1
"R_2UapLu77CAd8Iwl",1,33,5,1,3,NA,1,1,1,1,3,1,2,1,1,2,3,4,1,1,2,4,2,3,2,1,1,1,4,3,3,2,3,1,1,2,2,1,3,1,4,2,1,1,3,2,1,2,1,1
"R_2UapLu77CAd8Iwl",1,33,5,1,3,NA,1,2,3,2,2,2,1,3,2,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,1,2,1,2,1,2,2,3,4,3,1,1,2,3,1,4,1,1,2,2
"R_2UapLu77CAd8Iwl",1,33,5,1,3,NA,1,3,3,1,3,1,2,2,3,1,3,2,1,1,3,1,2,2,1,1,1,2,3,2,1,2,1,2,1,2,2,3,3,2,4,4,1,2,3,1,1,2,2,2
"R_2UaPuGk9r1YFhtn",2,60,5,5,2,1,NA,1,1,1,3,1,1,1,2,1,3,4,2,2,1,1,2,1,2,2,2,1,1,2,2,3,2,2,1,1,2,3,3,3,4,1,1,3,3,4,1,2,1,2
"R_2UaPuGk9r1YFhtn",2,60,5,5,2,1,NA,2,1,1,3,2,1,1,1,1,3,4,2,2,1,4,1,1,2,2,1,1,1,2,2,3,3,2,2,1,2,3,3,3,4,1,2,3,3,4,1,1,1,2
"R_2UaPuGk9r1YFhtn",2,60,5,5,2,1,NA,3,3,1,3,1,1,1,3,1,3,4,1,1,1,1,1,2,2,1,2,2,1,3,3,2,2,1,1,1,2,1,4,1,4,4,1,2,1,4,1,2,1,2
"R_2UaxFKHati7oz8f",2,31,5,5,1,0,NA,1,1,1,3,2,2,3,3,1,1,4,2,2,1,3,1,2,2,2,2,1,1,3,3,2,2,1,1,1,2,3,4,1,4,1,2,2,2,1,1,2,1,2
"R_2UaxFKHati7oz8f",2,31,5,5,1,0,NA,2,3,2,2,2,1,3,3,1,1,4,1,2,3,4,1,1,1,1,1,1,1,1,2,3,1,2,1,1,2,3,3,1,1,1,2,2,3,1,1,1,1,2
