n,seed,weight,method,iter,ip_total_s,ip_solve_s,gurobi_runtime_s
8,5,0.90,CG_IP,12,0.013961,0.013606,0.002246
8,5,0.90,CG_IP,13,0.015310,0.014964,0.002348
8,5,0.90,CG_IP,14,0.015328,0.014961,0.002678
8,5,0.90,CG_IP,15,0.015651,0.015294,0.002448
8,5,0.90,CG_IP,16,0.015238,0.014844,0.002226
8,5,0.90,CG_IP,17,0.015083,0.014729,0.003267
8,5,0.90,CG_IP,18,0.015126,0.014753,0.003317
8,5,0.90,CG_IP,19,0.015004,0.014610,0.002311
8,5,0.90,CG_IP,20,0.015008,0.014627,0.002564
8,5,0.90,CG_IP,21,0.015217,0.014860,0.002184
8,5,0.90,CG_IP,22,0.014956,0.014603,0.002082
8,5,0.90,CG_IP,23,0.015364,0.014999,0.002198
8,5,0.90,CG_IP,24,0.014997,0.014641,0.002185
8,5,0.90,CG_IP,25,0.015405,0.015022,0.002118
8,5,0.90,CG_IP,26,0.014419,0.014044,0.002139
8,5,0.90,CG_IP,27,0.014710,0.014321,0.002179
8,5,0.90,CG_IP,28,0.015380,0.014984,0.002197
8,5,0.90,CG_heur_IPverify,1,0.013814,0.013434,0.002188
8,5,0.80,CG_IP,1,0.014586,0.014235,0.002451
8,5,0.80,CG_IP,2,0.015156,0.014754,0.002385
8,5,0.80,CG_IP,3,0.014364,0.013966,0.002291
8,5,0.80,CG_IP,4,0.015421,0.015019,0.002155
8,5,0.80,CG_IP,5,0.013385,0.013007,0.002327
8,5,0.80,CG_IP,6,0.015301,0.014924,0.002150
8,5,0.80,CG_IP,7,0.013666,0.013284,0.002246
8,5,0.80,CG_IP,8,0.015085,0.014712,0.002170
8,5,0.80,CG_IP,9,0.013847,0.013457,0.002253
8,5,0.80,CG_IP,10,0.014418,0.014028,0.002528
8,5,0.80,CG_IP,11,0.014484,0.014101,0.002237
8,5,0.80,CG_IP,12,0.014477,0.014086,0.002157
8,5,0.80,CG_IP,13,0.015311,0.014925,0.002087
8,5,0.80,CG_IP,14,0.014955,0.014571,0.002191
8,5,0.80,CG_IP,15,0.014869,0.014475,0.002239
8,5,0.80,CG_IP,16,0.015308,0.014931,0.002304
8,5,0.80,CG_IP,17,0.015403,0.015031,0.002496
8,5,0.80,CG_IP,18,0.015276,0.014906,0.002647
8,5,0.80,CG_IP,19,0.013839,0.013477,0.002068
8,5,0.80,CG_IP,20,0.015224,0.014845,0.002151
8,5,0.80,CG_IP,21,0.015548,0.015175,0.002373
8,5,0.80,CG_IP,22,0.014875,0.014509,0.002147
8,5,0.80,CG_IP,23,0.015662,0.015288,0.002086
8,5,0.80,CG_IP,24,0.015254,0.014887,0.002587
8,5,0.80,CG_IP,25,0.015674,0.015286,0.002138
8,5,0.80,CG_IP,26,0.013484,0.013130,0.002776
8,5,0.80,CG_heur_IPverify,1,0.015945,0.015532,0.002427
8,5,0.80,CG_heur_IPverify,2,0.015326,0.014951,0.002592
8,5,0.70,CG_IP,1,0.019520,0.018732,0.003866
8,5,0.70,CG_IP,2,0.014330,0.013544,0.002239
8,5,0.70,CG_IP,3,0.013141,0.012690,0.002316
8,5,0.70,CG_IP,4,0.014555,0.014033,0.002688
8,5,0.70,CG_IP,5,0.013995,0.013545,0.002369
8,5,0.70,CG_IP,6,0.014499,0.013897,0.002502
8,5,0.70,CG_IP,7,0.014484,0.014115,0.002726
8,5,0.70,CG_IP,8,0.014350,0.013689,0.002511
8,5,0.70,CG_IP,9,0.013729,0.013353,0.002788
8,5,0.70,CG_IP,10,0.013316,0.012531,0.002199
8,5,0.70,CG_IP,11,0.015441,0.015037,0.002045
8,5,0.70,CG_IP,12,0.014931,0.014559,0.002193
8,5,0.70,CG_IP,13,0.014018,0.013656,0.002065
8,5,0.70,CG_IP,14,0.015458,0.015088,0.002155
8,5,0.70,CG_IP,15,0.013615,0.013251,0.002155
8,5,0.70,CG_IP,16,0.013870,0.013477,0.002201
8,5,0.70,CG_IP,17,0.015282,0.014887,0.002104
8,5,0.70,CG_IP,18,0.014204,0.013820,0.002229
8,5,0.70,CG_IP,19,0.014738,0.014368,0.002305
8,5,0.70,CG_IP,20,0.013461,0.013045,0.002244
8,5,0.70,CG_IP,21,0.015338,0.014960,0.002384
8,5,0.70,CG_IP,22,0.015308,0.014949,0.002223
8,5,0.70,CG_IP,23,0.015243,0.014881,0.002158
8,5,0.70,CG_IP,24,0.015097,0.014708,0.002177
8,5,0.70,CG_IP,25,0.014888,0.014508,0.002192
8,5,0.70,CG_IP,26,0.015048,0.014659,0.002199
8,5,0.70,CG_IP,27,0.015285,0.014936,0.002019
8,5,0.70,CG_heur_IPverify,1,0.013502,0.013056,0.002601
8,5,0.60,CG_IP,1,0.014786,0.014450,0.002110
8,5,0.60,CG_IP,2,0.015302,0.014942,0.002156
8,5,0.60,CG_IP,3,0.015294,0.014935,0.002246
8,5,0.60,CG_IP,4,0.015659,0.015290,0.002298
8,5,0.60,CG_IP,5,0.015233,0.014863,0.002072
8,5,0.60,CG_IP,6,0.015329,0.014960,0.002129
8,5,0.60,CG_IP,7,0.014844,0.014486,0.002303
8,5,0.60,CG_IP,8,0.015330,0.014972,0.002378
8,5,0.60,CG_IP,9,0.015286,0.014929,0.002214
8,5,0.60,CG_IP,10,0.015416,0.015026,0.002788
8,5,0.60,CG_IP,11,0.015574,0.015209,0.002389
8,5,0.60,CG_IP,12,0.015441,0.015086,0.002186
8,5,0.60,CG_IP,13,0.015579,0.015195,0.002457
8,5,0.60,CG_IP,14,0.015442,0.015052,0.002228
8,5,0.60,CG_IP,15,0.014692,0.014293,0.002371
8,5,0.60,CG_IP,16,0.014545,0.014144,0.002153
8,5,0.60,CG_IP,17,0.015314,0.014950,0.002399
8,5,0.60,CG_IP,18,0.014623,0.014251,0.002129
8,5,0.60,CG_IP,19,0.015329,0.014986,0.002407
8,5,0.60,CG_IP,20,0.015288,0.014934,0.002138
8,5,0.60,CG_IP,21,0.014864,0.014495,0.002248
8,5,0.60,CG_IP,22,0.015339,0.014964,0.002216
8,5,0.60,CG_IP,23,0.015372,0.014979,0.002186
8,5,0.60,CG_IP,24,0.014036,0.013653,0.002004
8,5,0.60,CG_IP,25,0.015083,0.014708,0.004040
8,5,0.60,CG_IP,26,0.012944,0.012562,0.002308
8,5,0.60,CG_IP,27,0.015935,0.015227,0.002553
8,5,0.60,CG_heur_IPverify,1,0.015383,0.015009,0.002984
8,5,0.50,CG_IP,1,0.015441,0.015073,0.002394
8,5,0.50,CG_IP,2,0.015418,0.015051,0.002105
8,5,0.50,CG_IP,3,0.015405,0.015039,0.002080
8,5,0.50,CG_IP,4,0.015203,0.014811,0.003314
8,5,0.50,CG_IP,5,0.014890,0.014506,0.002421
8,5,0.50,CG_IP,6,0.015040,0.014681,0.002367
8,5,0.50,CG_IP,7,0.015298,0.014935,0.002474
8,5,0.50,CG_IP,8,0.015281,0.014903,0.002286
8,5,0.50,CG_IP,9,0.015288,0.014909,0.002205
8,5,0.50,CG_IP,10,0.015425,0.015068,0.002179
8,5,0.50,CG_IP,11,0.015260,0.014878,0.002168
8,5,0.50,CG_IP,12,0.015226,0.014862,0.002256
8,5,0.50,CG_IP,13,0.014755,0.014341,0.002250
8,5,0.50,CG_IP,14,0.015196,0.014800,0.002365
8,5,0.50,CG_IP,15,0.015327,0.014955,0.002239
8,5,0.50,CG_IP,16,0.015447,0.015084,0.002063
8,5,0.50,CG_IP,17,0.014741,0.014380,0.002294
8,5,0.50,CG_IP,18,0.015026,0.014653,0.002162
8,5,0.50,CG_IP,19,0.013161,0.012787,0.002157
8,5,0.50,CG_IP,20,0.015397,0.015025,0.002207
8,5,0.50,CG_IP,21,0.015427,0.015049,0.002103
8,5,0.50,CG_IP,22,0.015243,0.014883,0.002073
8,5,0.50,CG_IP,23,0.015312,0.014963,0.002155
8,5,0.50,CG_IP,24,0.015290,0.014920,0.002391
8,5,0.50,CG_IP,25,0.014739,0.014370,0.002305
8,5,0.50,CG_IP,26,0.015322,0.014951,0.002286
8,5,0.50,CG_IP,27,0.015298,0.014945,0.002569
8,5,0.50,CG_IP,28,0.015098,0.014740,0.002295
8,5,0.50,CG_IP,29,0.015296,0.014941,0.002267
8,5,0.50,CG_IP,30,0.015483,0.015128,0.002350
8,5,0.50,CG_IP,31,0.015503,0.015117,0.002215
8,5,0.50,CG_IP,32,0.015449,0.015057,0.002268
8,5,0.50,CG_IP,33,0.015371,0.014986,0.002168
8,5,0.50,CG_IP,34,0.015381,0.015003,0.002204
8,5,0.50,CG_IP,35,0.014992,0.014644,0.002150
8,5,0.50,CG_IP,36,0.015405,0.015008,0.001618
8,5,0.50,CG_heur_IPverify,1,0.015426,0.015049,0.002233
8,5,0.50,CG_heur_IPverify,2,0.015707,0.015338,0.001785
8,5,0.40,CG_IP,1,0.015330,0.014974,0.002004
8,5,0.40,CG_IP,2,0.015301,0.014925,0.002076
8,5,0.40,CG_IP,3,0.014673,0.014319,0.003392
8,5,0.40,CG_IP,4,0.014678,0.014315,0.002942
8,5,0.40,CG_IP,5,0.015384,0.015022,0.002653
8,5,0.40,CG_IP,6,0.015490,0.015123,0.002294
8,5,0.40,CG_IP,7,0.015398,0.015024,0.002381
8,5,0.40,CG_IP,8,0.015580,0.015204,0.002338
8,5,0.40,CG_IP,9,0.015523,0.015132,0.002309
8,5,0.40,CG_IP,10,0.014630,0.014262,0.002080
8,5,0.40,CG_IP,11,0.015305,0.014279,0.002368
8,5,0.40,CG_IP,12,0.016045,0.015655,0.004118
8,5,0.40,CG_IP,13,0.015497,0.015134,0.002552
8,5,0.40,CG_IP,14,0.015248,0.014896,0.002160
8,5,0.40,CG_IP,15,0.015279,0.014902,0.002300
8,5,0.40,CG_IP,16,0.015335,0.014964,0.002361
8,5,0.40,CG_IP,17,0.015346,0.014969,0.002186
8,5,0.40,CG_IP,18,0.014761,0.014383,0.002261
8,5,0.40,CG_IP,19,0.015302,0.014917,0.003337
8,5,0.40,CG_IP,20,0.015773,0.015400,0.002361
8,5,0.40,CG_IP,21,0.015418,0.015040,0.002193
8,5,0.40,CG_IP,22,0.014243,0.013859,0.002145
8,5,0.40,CG_IP,23,0.015278,0.014910,0.002131
8,5,0.40,CG_IP,24,0.014755,0.014380,0.002175
8,5,0.40,CG_IP,25,0.014297,0.013921,0.002145
8,5,0.40,CG_IP,26,0.015352,0.014928,0.002350
8,5,0.40,CG_IP,27,0.013450,0.013068,0.001582
8,5,0.40,CG_heur_IPverify,1,0.015282,0.014916,0.003174
8,5,0.40,CG_heur_IPverify,2,0.013564,0.013186,0.002835
8,5,0.40,CG_heur_IPverify,3,0.015400,0.015030,0.002893
8,5,0.40,CG_heur_IPverify,4,0.015517,0.015160,0.001684
8,5,0.30,CG_IP,1,0.015232,0.014867,0.002132
8,5,0.30,CG_IP,2,0.014218,0.013854,0.002616
8,5,0.30,CG_IP,3,0.015344,0.014978,0.002278
8,5,0.30,CG_IP,4,0.015397,0.015040,0.002335
8,5,0.30,CG_IP,5,0.014963,0.014536,0.002630
8,5,0.30,CG_IP,6,0.015263,0.014881,0.002367
8,5,0.30,CG_IP,7,0.015195,0.014835,0.002180
8,5,0.30,CG_IP,8,0.015107,0.014755,0.002193
8,5,0.30,CG_IP,9,0.015121,0.014740,0.002101
8,5,0.30,CG_IP,10,0.015375,0.015007,0.002453
8,5,0.30,CG_IP,11,0.015333,0.014968,0.002086
8,5,0.30,CG_IP,12,0.014964,0.014587,0.002114
8,5,0.30,CG_IP,13,0.015186,0.014784,0.002284
8,5,0.30,CG_IP,14,0.014649,0.014279,0.002043
8,5,0.30,CG_IP,15,0.014420,0.014021,0.002319
8,5,0.30,CG_IP,16,0.014851,0.014482,0.002214
8,5,0.30,CG_IP,17,0.014920,0.014521,0.002242
8,5,0.30,CG_IP,18,0.013440,0.013051,0.002217
8,5,0.30,CG_IP,19,0.014927,0.014538,0.002341
8,5,0.30,CG_IP,20,0.015310,0.014933,0.002440
8,5,0.30,CG_IP,21,0.015222,0.014851,0.002231
8,5,0.30,CG_IP,22,0.015398,0.015034,0.002376
8,5,0.30,CG_IP,23,0.015269,0.014904,0.002292
8,5,0.30,CG_IP,24,0.015287,0.014914,0.002182
8,5,0.30,CG_IP,25,0.014995,0.014622,0.002102
8,5,0.30,CG_IP,26,0.015220,0.014843,0.002044
8,5,0.30,CG_IP,27,0.015453,0.015091,0.002180
8,5,0.30,CG_IP,28,0.015286,0.014929,0.001774
8,5,0.30,CG_heur_IPverify,1,0.015294,0.014917,0.002498
8,5,0.30,CG_heur_IPverify,2,0.015221,0.014845,0.003435
8,5,0.30,CG_heur_IPverify,3,0.015275,0.014887,0.001624
8,5,0.20,CG_IP,1,0.015841,0.015210,0.003203
8,5,0.20,CG_IP,2,0.018188,0.017319,0.003234
8,5,0.20,CG_IP,3,0.014561,0.014184,0.002644
8,5,0.20,CG_IP,4,0.014349,0.013462,0.002181
8,5,0.20,CG_IP,5,0.014249,0.013552,0.002208
8,5,0.20,CG_IP,6,0.014326,0.013761,0.002382
8,5,0.20,CG_IP,7,0.013963,0.013589,0.002522
8,5,0.20,CG_IP,8,0.014351,0.013918,0.002248
8,5,0.20,CG_IP,9,0.015298,0.014938,0.002089
8,5,0.20,CG_IP,10,0.015362,0.014981,0.002228
8,5,0.20,CG_IP,11,0.015264,0.014905,0.002159
8,5,0.20,CG_IP,12,0.015256,0.014877,0.002268
8,5,0.20,CG_IP,13,0.015052,0.014692,0.002210
8,5,0.20,CG_IP,14,0.015279,0.014911,0.002457
8,5,0.20,CG_IP,15,0.015294,0.014925,0.002185
8,5,0.20,CG_IP,16,0.013681,0.013329,0.002195
8,5,0.20,CG_IP,17,0.015245,0.014872,0.002656
8,5,0.20,CG_IP,18,0.015272,0.014900,0.002153
8,5,0.20,CG_IP,19,0.015130,0.014771,0.002196
8,5,0.20,CG_IP,20,0.015267,0.014917,0.002443
8,5,0.20,CG_IP,21,0.015370,0.015001,0.002275
8,5,0.20,CG_IP,22,0.015382,0.015022,0.002183
8,5,0.20,CG_IP,23,0.015272,0.014875,0.003290
8,5,0.20,CG_IP,24,0.014540,0.014180,0.002702
8,5,0.20,CG_IP,25,0.015430,0.015063,0.002437
8,5,0.20,CG_IP,26,0.015013,0.014639,0.002526
8,5,0.20,CG_IP,27,0.013231,0.012877,0.002564
8,5,0.20,CG_IP,28,0.014272,0.013882,0.001706
8,5,0.20,CG_heur_IPverify,1,0.015395,0.015007,0.002085
8,5,0.20,CG_heur_IPverify,2,0.015324,0.014928,0.002373
8,5,0.20,CG_heur_IPverify,3,0.014827,0.014461,0.002192
8,5,0.20,CG_heur_IPverify,4,0.014361,0.013966,0.002035
8,5,0.20,CG_heur_IPverify,5,0.015307,0.014916,0.002372
8,5,0.20,CG_heur_IPverify,6,0.015361,0.014977,0.001569
8,5,0.10,CG_IP,1,0.015203,0.014851,0.002066
8,5,0.10,CG_IP,2,0.015491,0.015121,0.002315
8,5,0.10,CG_IP,3,0.015242,0.014876,0.002252
8,5,0.10,CG_IP,4,0.015299,0.014936,0.002231
8,5,0.10,CG_IP,5,0.013038,0.012670,0.002336
8,5,0.10,CG_IP,6,0.015267,0.014906,0.002242
8,5,0.10,CG_IP,7,0.015524,0.015147,0.002357
8,5,0.10,CG_IP,8,0.015400,0.015057,0.002141
8,5,0.10,CG_IP,9,0.013524,0.013152,0.002733
8,5,0.10,CG_IP,10,0.015318,0.014958,0.002458
8,5,0.10,CG_IP,11,0.015327,0.014953,0.002078
8,5,0.10,CG_IP,12,0.015299,0.014909,0.003036
8,5,0.10,CG_IP,13,0.015255,0.014882,0.002557
8,5,0.10,CG_IP,14,0.014926,0.014570,0.002079
8,5,0.10,CG_IP,15,0.015263,0.014898,0.002226
8,5,0.10,CG_IP,16,0.015292,0.014926,0.002263
8,5,0.10,CG_IP,17,0.015314,0.014961,0.002439
8,5,0.10,CG_IP,18,0.015420,0.015041,0.002410
8,5,0.10,CG_IP,19,0.015089,0.014719,0.002660
8,5,0.10,CG_IP,20,0.015376,0.015004,0.003793
8,5,0.10,CG_IP,21,0.015589,0.015182,0.002421
8,5,0.10,CG_IP,22,0.015206,0.014819,0.002240
8,5,0.10,CG_IP,23,0.021434,0.020775,0.002194
8,5,0.10,CG_IP,24,0.017655,0.017221,0.002123
8,5,0.10,CG_heur_IPverify,1,0.015514,0.015142,0.002835
8,5,0.10,CG_heur_IPverify,2,0.015777,0.015383,0.002391
8,5,0.10,CG_heur_IPverify,3,0.015800,0.015406,0.002233
8,5,0.10,CG_heur_IPverify,4,0.014363,0.013980,0.002313
8,5,0.10,CG_heur_IPverify,5,0.015342,0.014948,0.002398
8,5,0.10,CG_heur_IPverify,6,0.014325,0.013955,0.002475
8,5,0.10,CG_heur_IPverify,7,0.015418,0.015026,0.001688
8,5,0.00,CG_IP,1,0.015347,0.014993,0.002360
8,5,0.00,CG_IP,2,0.014758,0.014396,0.002255
8,5,0.00,CG_IP,3,0.015444,0.015056,0.002359
8,5,0.00,CG_IP,4,0.015712,0.015325,0.002303
8,5,0.00,CG_IP,5,0.015392,0.014950,0.002142
8,5,0.00,CG_IP,6,0.015172,0.014804,0.002129
8,5,0.00,CG_IP,7,0.013922,0.013512,0.002599
8,5,0.00,CG_IP,8,0.015152,0.014791,0.002253
8,5,0.00,CG_IP,9,0.015385,0.015001,0.002273
8,5,0.00,CG_IP,10,0.015412,0.015023,0.002910
8,5,0.00,CG_IP,11,0.015214,0.014863,0.002009
8,5,0.00,CG_IP,12,0.015428,0.015051,0.002251
8,5,0.00,CG_IP,13,0.015234,0.014860,0.002043
8,5,0.00,CG_IP,14,0.014654,0.014299,0.002382
8,5,0.00,CG_IP,15,0.014794,0.014420,0.002275
8,5,0.00,CG_IP,16,0.015344,0.014968,0.002179
8,5,0.00,CG_IP,17,0.015351,0.014993,0.002371
8,5,0.00,CG_IP,18,0.015302,0.014948,0.002132
8,5,0.00,CG_IP,19,0.015250,0.014896,0.002137
8,5,0.00,CG_IP,20,0.015243,0.014890,0.002966
8,5,0.00,CG_IP,21,0.015101,0.014732,0.002582
8,5,0.00,CG_IP,22,0.014951,0.014589,0.002206
8,5,0.00,CG_IP,23,0.015303,0.014938,0.001665
8,5,0.00,CG_heur_IPverify,1,0.015378,0.014965,0.002212
8,5,0.00,CG_heur_IPverify,2,0.015766,0.015398,0.002519
8,5,0.00,CG_heur_IPverify,3,0.015291,0.014915,0.002203
8,5,0.00,CG_heur_IPverify,4,0.015417,0.015041,0.002344
8,5,0.00,CG_heur_IPverify,5,0.015368,0.014991,0.002456
8,5,0.00,CG_heur_IPverify,6,0.015316,0.014927,0.001661
